region_id,name,country,sub_region,population,major_metropolitan_areas,energy_regulatory_body,data_source_references
R-163fd09d,Carolynhaven,Cuba,Connecticut,11328968,['Jenniferland'],RegBody_painting,['Source_walk']
R-b1296082,Flemingchester,Ghana,Massachusetts,11162586,['East Brandon'],RegBody_minute,['Source_moment']
R-898edd39,West Robertville,Korea,Hawaii,18822138,"['Brittanybury', 'West Andrewshire', 'South Justinfurt']",RegBody_although,['Source_war']
R-50779f07,West Deannaland,Latvia,Connecticut,13070942,"['Cummingsview', 'Karenfurt']",RegBody_base,['Source_only']
R-2ea7c139,Troyton,India,Maryland,8555575,"['Snyderville', 'Sharonville', 'East Brandontown']",RegBody_chair,['Source_book']
R-6539e69c,Michellechester,Czech Republic,Hawaii,5145691,"['East Jenniferstad', 'Lake Mirandaview']",RegBody_use,['Source_still']
R-4035e76b,North Brandonport,Belarus,Kentucky,2834752,"['Haileyfurt', 'Hollyberg', 'Wilsonmouth']",RegBody_training,['Source_choose']
R-a7ad00b8,Walshville,Mali,North Dakota,4845548,"['New Timothy', 'Braymouth']",RegBody_spring,['Source_side']
R-a16fdac9,Perezview,Seychelles,Maine,10509649,"['West Angelicabury', 'Lake Christian', 'Browntown']",RegBody_religious,['Source_direction']
R-8e793b02,Cardenasborough,Libyan Arab Jamahiriya,Connecticut,13251927,['Jasonshire'],RegBody_sort,['Source_news']
R-e2a16024,Kathleenport,Russian Federation,New Jersey,2942698,"['Port William', 'East Sabrina']",RegBody_image,['Source_local']
R-b8c66b28,Port Ricardo,Bangladesh,Louisiana,18854312,"['Martinport', 'East Stevenville']",RegBody_size,['Source_break']
R-06844744,North Patricia,Colombia,Louisiana,11121844,['South Dorothymouth'],RegBody_he,['Source_evidence']
R-9bd580b7,New Christopherchester,Croatia,Georgia,17762829,['Shawhaven'],RegBody_goal,['Source_argue']
R-e23c98bc,Nelsonville,Australia,Tennessee,14307160,"['Dennischester', 'West Jaime', 'New Joshua']",RegBody_political,['Source_minute']
R-57de5530,Rodriguezton,Oman,Kansas,12240936,['East Dariuston'],RegBody_parent,['Source_exactly']
R-385f848c,North Amanda,Falkland Islands (Malvinas),Iowa,12266758,"['Myersville', 'Lake Madison']",RegBody_role,['Source_executive']
R-af0e3d34,Harrisborough,Guatemala,South Dakota,6148619,['Janiceport'],RegBody_similar,['Source_about']
R-e6235760,East Wesleyfort,Saint Vincent and the Grenadines,Maryland,11566634,"['East Leslie', 'East Jacobmouth']",RegBody_change,['Source_add']
R-266f1e58,Pattersontown,Christmas Island,Kentucky,6542626,['East Erintown'],RegBody_phone,['Source_he']
R-9bda29d3,Aguilarfort,Tunisia,Kansas,4715927,['Rodrigueztown'],RegBody_our,['Source_response']
R-0aed0ffe,Maryhaven,Macao,Hawaii,2689230,"['Port Clifford', 'Lindamouth']",RegBody_local,['Source_military']
R-8bed91e7,Veronicaview,Panama,New York,3493720,"['Michaeltown', 'Kevinmouth', 'Rodriguezhaven']",RegBody_should,['Source_push']
R-9ec4c469,East Tiffanybury,Palestinian Territory,Georgia,18211701,"['Tylerbury', 'Howardland', 'South Danielle']",RegBody_eye,['Source_understand']
R-40aea921,Archerhaven,China,Kentucky,17767469,['Pamelafurt'],RegBody_perform,['Source_key']
R-a175108e,Kyleton,Mozambique,North Dakota,11399937,"['Maryville', 'Popeshire', 'Keithtown']",RegBody_moment,['Source_within']
R-e27a5ff1,South Erin,Mali,Maine,4497276,"['West Tommy', 'Port Kennethmouth', 'East Justinshire']",RegBody_candidate,['Source_argue']
R-882fec77,Torreschester,Guinea,Texas,12740621,['North Johnstad'],RegBody_unit,['Source_federal']
R-a3f86a25,North Jennifer,Cambodia,Washington,5544113,['South Brenda'],RegBody_be,['Source_fill']
R-dde34ffe,North Thomas,Guinea,Kansas,5654572,"['Hendersonville', 'Samanthaport', 'New Ryan']",RegBody_type,['Source_future']
R-2ef431c7,Lake Katrina,El Salvador,Florida,14785882,['Spencerport'],RegBody_focus,['Source_bed']
R-964f5dc9,Ashleymouth,Mayotte,Idaho,13886127,"['Pattonchester', 'East Alishamouth']",RegBody_most,['Source_worry']
R-f20820c4,Taylorchester,Lao People's Democratic Republic,Nebraska,8070190,"['Murrayside', 'Port Robertberg']",RegBody_possible,['Source_what']
R-f8a9376d,Kristinshire,Malaysia,Mississippi,9660594,"['New Amy', 'Brianfurt', 'South Elizabeth']",RegBody_maintain,['Source_surface']
R-f4cc8df1,Combsland,Azerbaijan,Louisiana,15163522,['West Brookeport'],RegBody_others,['Source_meet']
R-4c158191,Michelleville,Saint Vincent and the Grenadines,Pennsylvania,18018440,['Lake Jamieberg'],RegBody_or,['Source_sit']
R-dfc975c2,Taylorberg,Gabon,South Dakota,10484019,"['Jennifertown', 'Hansonborough']",RegBody_building,['Source_audience']
R-cc031702,East Cassandraville,Mali,Connecticut,6610102,"['East Dale', 'Port Williamfurt']",RegBody_around,['Source_with']
R-aa1ffdb7,West Richardburgh,Svalbard & Jan Mayen Islands,Kansas,19240098,"['Lorrainemouth', 'South Dustintown']",RegBody_crime,['Source_change']
R-84d5baf1,East William,Reunion,Ohio,15591409,"['South Timothy', 'Elizabethshire']",RegBody_mind,['Source_hold']
R-6f36b5c4,Peterville,Kyrgyz Republic,Nebraska,12913512,"['Hernandezport', 'Wilsonfurt', 'New Kevinmouth']",RegBody_and,['Source_whatever']
R-3db95a5d,Sydneymouth,Turkmenistan,Washington,17798613,"['Hillburgh', 'Vincenthaven']",RegBody_develop,['Source_happy']
R-c11a977a,Palmerburgh,Palau,Georgia,5537769,['Dianashire'],RegBody_group,['Source_machine']
R-7598c667,West Kristen,Palestinian Territory,Maryland,4743884,"['Jonesfort', 'Estesburgh']",RegBody_parent,['Source_section']
R-4472ec12,Davidmouth,Namibia,Pennsylvania,1850863,"['Breannafurt', 'North Anthonyburgh', 'North Elizabeth']",RegBody_money,['Source_world']
R-535aaa33,Morrisbury,Sierra Leone,Washington,16225946,"['North Rachel', 'Lake Patricia']",RegBody_someone,['Source_kitchen']
R-d4fe1b65,North Cherylville,Argentina,West Virginia,18707299,['South Kathryntown'],RegBody_wind,['Source_contain']
R-a96546e4,Danielmouth,Honduras,Florida,17411046,['East Johnny'],RegBody_left,['Source_respond']
R-d7318892,Jeremiahburgh,Jordan,North Dakota,9665127,['North Brandi'],RegBody_professional,['Source_relate']
R-a8ed4615,East Arthurberg,Uganda,Alabama,5479189,"['Kimshire', 'West Jacobhaven']",RegBody_model,['Source_customer']
R-25a993e1,New Maria,Macao,Minnesota,15176651,"['Christineside', 'Port Carlos', 'Garrettland']",RegBody_outside,['Source_bar']
R-cd499d9d,Port Zachary,Bolivia,Delaware,5044200,"['Hallside', 'Andrewport']",RegBody_win,['Source_them']
R-c8e92f5f,Peterstad,Bangladesh,Hawaii,3177396,['Charlesshire'],RegBody_effort,['Source_tonight']
R-ba1820ab,Reginaldton,Mayotte,Vermont,15237343,"['New Thomasview', 'North Matthewview']",RegBody_deep,['Source_good']
R-9ccac495,East Jamesmouth,Uzbekistan,Wisconsin,994903,"['East Trevorshire', 'West Tinachester']",RegBody_piece,['Source_sister']
R-923837f7,New Timothyberg,Faroe Islands,Washington,1887004,"['North Austinhaven', 'Lake Michael']",RegBody_mean,['Source_floor']
R-d2c458eb,North Sarah,Anguilla,Wyoming,16944563,"['New Cathy', 'Flemingtown']",RegBody_old,['Source_meet']
R-bbb72119,South Katieberg,Jersey,Vermont,8011399,"['Dunnville', 'Wilsonstad']",RegBody_he,['Source_daughter']
R-509f98dd,Samuelton,Dominica,Iowa,2838224,"['New Alejandrochester', 'Port Alexisbury']",RegBody_tax,['Source_art']
R-51bed50d,North Davidburgh,Finland,Arizona,7634270,['Michaelbury'],RegBody_final,['Source_carry']
R-76647736,Mendozaville,Palestinian Territory,California,10793289,['West Shawnaborough'],RegBody_miss,['Source_season']
R-0562eca5,Priscillabury,Kenya,Virginia,11350477,['Shellyside'],RegBody_final,['Source_trouble']
R-768bcade,New Patricia,Ghana,Vermont,4717076,['North Michaelchester'],RegBody_season,['Source_pretty']
R-cd4a206a,Ramirezborough,United States Minor Outlying Islands,Florida,9726075,"['West Judy', 'North Nathan']",RegBody_team,['Source_store']
R-bd855bad,North Tiffany,Qatar,New Hampshire,4757109,"['Bentontown', 'Huffview', 'Briannaport']",RegBody_their,['Source_become']
R-61d60791,West Melissafurt,Lithuania,Alaska,15840723,"['Cruzton', 'East Nicolas']",RegBody_receive,['Source_lawyer']
R-86e6cec5,Lake Kevinside,Serbia,Minnesota,276200,['New Karenmouth'],RegBody_win,['Source_them']
R-c01ad354,Lisashire,Cuba,Wisconsin,737664,"['West Jessicachester', 'Pattonton']",RegBody_surface,['Source_boy']
R-b43aa403,Farleyport,Togo,Ohio,7336172,['Colemanshire'],RegBody_specific,['Source_natural']
R-931c7671,Franciscofurt,Lao People's Democratic Republic,West Virginia,18514814,"['East Rebecca', 'Laurenview', 'East Kelseyport']",RegBody_green,['Source_own']
R-99c0f1da,Johnsonview,Guyana,Louisiana,17809073,"['Kimberlytown', 'West Ashleymouth']",RegBody_think,['Source_everything']
R-f6555bf9,South Steven,Kazakhstan,Alabama,3830811,"['Johnsonstad', 'Littleside']",RegBody_discover,['Source_issue']
R-d151585e,New Sheilaview,Ukraine,South Carolina,8073882,"['Stephaniemouth', 'West Katie']",RegBody_fact,['Source_event']
R-6906cf00,Martinezburgh,Cameroon,South Carolina,4188552,['East Dannyton'],RegBody_create,['Source_return']
R-204604a6,Rileyton,Micronesia,Virginia,8100702,"['North Stephanie', 'Theresatown']",RegBody_resource,['Source_through']
R-a23b0f45,Amberton,Netherlands Antilles,Kansas,15438187,['Danielhaven'],RegBody_life,['Source_budget']
R-5c9eb954,East Jamesshire,Holy See (Vatican City State),Utah,3819773,"['Joneschester', 'Douglasmouth']",RegBody_policy,['Source_story']
R-901cd7df,Matthewchester,Ukraine,Tennessee,18086980,['Thomasport'],RegBody_pretty,['Source_allow']
R-610d33c7,West Bradley,Venezuela,Georgia,17393139,"['North Chelseamouth', 'Shelbyfurt', 'Lake Jessicafurt']",RegBody_sound,['Source_range']
R-a9166e22,North Susanbury,Mongolia,North Carolina,8218096,"['Ryanville', 'New Thomashaven', 'Stewartborough']",RegBody_think,['Source_parent']
R-2a4eb049,Rhondamouth,Ecuador,Wyoming,4917639,"['Jerrymouth', 'Lake Johnchester']",RegBody_high,['Source_base']
R-dcf44920,Annland,United States Virgin Islands,Mississippi,14502867,['Jacobsmouth'],RegBody_stop,['Source_kid']
R-28ec2cd3,New Maria,Brunei Darussalam,Ohio,11938541,['Port Regina'],RegBody_represent,['Source_pattern']
R-16a1192e,New Jorge,France,Michigan,19248296,"['Davidchester', 'Wagnerberg']",RegBody_parent,['Source_miss']
R-06fa4113,East Nancy,American Samoa,Hawaii,6385211,"['South Joseside', 'Newtonberg', 'Port Ryanburgh']",RegBody_baby,['Source_cause']
R-be647de8,Strongstad,Brunei Darussalam,Montana,2972727,"['Lake Kelly', 'Phyllismouth', 'Lake Brandonstad']",RegBody_list,['Source_whether']
R-510261c8,Mccoychester,French Guiana,Wisconsin,12199854,['Gravesburgh'],RegBody_shake,['Source_space']
R-0ecb349a,East Paulashire,Nauru,Mississippi,17751625,"['Graymouth', 'New Jennifer', 'Shirleyville']",RegBody_each,['Source_finish']
R-89f8ed0d,Petersonshire,Maldives,North Dakota,17123092,"['Mitchellfurt', 'Katherineberg', 'Port Sierraborough']",RegBody_law,['Source_natural']
R-a8b3427f,Barbaramouth,Bolivia,Minnesota,18694254,['Gabrielport'],RegBody_eye,['Source_message']
R-88fb2674,Walkerburgh,France,Kentucky,13201453,"['East Elizabethberg', 'East Andreahaven']",RegBody_somebody,['Source_concern']
R-16f369c2,New Rachelside,Mauritania,Illinois,1560772,"['South Marissatown', 'Jamesshire', 'Dennishaven']",RegBody_card,['Source_then']
R-7d2841b0,Phillipsville,Saint Barthelemy,Virginia,13081582,"['South Pamelafort', 'Christopherberg']",RegBody_family,['Source_sign']
R-e5eecf8b,West Lindabury,Saint Lucia,California,8611090,"['Ericmouth', 'Shawnhaven', 'Lake Haileyton']",RegBody_lead,['Source_black']
R-3c3fcdb2,Jamesside,Panama,South Dakota,644998,"['Lake Courtneybury', 'New Nicholas']",RegBody_yes,['Source_discussion']
R-9f4be9bc,West Theodore,Libyan Arab Jamahiriya,Idaho,2366922,"['Campbellborough', 'New Mercedesborough']",RegBody_about,['Source_leader']
R-ee6fe675,South Angelaborough,Russian Federation,Idaho,8190843,"['South Haileyfurt', 'Lake Michael', 'West Mary']",RegBody_type,['Source_final']
R-5bd35f17,Henryfurt,Netherlands Antilles,Minnesota,3578382,"['Phillipsbury', 'Port Kathrynchester', 'Nguyenchester']",RegBody_business,['Source_control']
R-7301dace,Huberville,Guatemala,Vermont,11257473,['Bushfort'],RegBody_though,['Source_support']
R-f3feb2b6,Burkebury,Antarctica (the territory South of 60 deg S),Maine,1587658,"['Williamchester', 'New Kelseyview']",RegBody_Republican,['Source_friend']
R-0e74b550,Myersmouth,Jamaica,Montana,18421181,"['Ritaview', 'Chandlermouth']",RegBody_provide,['Source_tell']
R-14018aab,West Sethbury,Montserrat,Hawaii,5975016,"['Port Colleen', 'Davidside', 'Lake Andrewfurt']",RegBody_believe,['Source_statement']
R-d58b786c,Rhondaside,Bahrain,Tennessee,15690157,"['New Jasonside', 'East Mary', 'Heathbury']",RegBody_fill,['Source_suddenly']
R-ece3435f,West Martin,Cuba,Oklahoma,16156841,"['North Barry', 'Port Shelbyville', 'Moodyton']",RegBody_close,['Source_fear']
R-6148165a,Andrewbury,Antigua and Barbuda,Louisiana,6216234,['Port Kristenfurt'],RegBody_catch,['Source_television']
R-a25f4ec8,Michelleland,Barbados,North Carolina,2217302,"['Smithside', 'North Jill', 'Leeport']",RegBody_still,['Source_game']
R-091b3258,Hunttown,Gabon,Louisiana,15457178,['Harrisview'],RegBody_reality,['Source_part']
R-dbd85730,Bennettchester,Bermuda,Iowa,9946298,['Hoffmanfort'],RegBody_feel,['Source_whatever']
R-bc395143,South Andre,Luxembourg,Washington,1569894,['Beanside'],RegBody_send,['Source_box']
R-665ea33b,Walkertown,Indonesia,Wyoming,1506130,"['South Mitchell', 'Lake Lanceberg']",RegBody_take,['Source_professor']
R-71c36997,North Annborough,Tonga,New York,10504420,"['North Donald', 'Millsshire', 'North Katrina']",RegBody_entire,['Source_its']
R-b41349f8,Joyberg,Argentina,Massachusetts,13462181,"['Savageview', 'Port Anna', 'Gardnermouth']",RegBody_reach,['Source_eat']
R-9ff92b57,Stevenfort,Malaysia,Oklahoma,15984660,"['North Ronaldland', 'Martineztown']",RegBody_color,['Source_nature']
R-95f7fdaf,East Jamesville,Argentina,Nevada,1328789,"['Jacksonhaven', 'Taylorside', 'Rossport']",RegBody_buy,['Source_learn']
R-d37aacb7,Jenniferview,Mali,Massachusetts,6512367,"['Anneburgh', 'West Alexandra']",RegBody_democratic,['Source_suggest']
R-12f51596,Aprilview,Latvia,New Jersey,12078065,['West Sara'],RegBody_service,['Source_together']
R-e1bb6973,East Alice,Switzerland,New Mexico,11237544,"['West Robertberg', 'Jonestown']",RegBody_forget,['Source_science']
R-b22fb7dc,East Heather,Mauritania,New Jersey,4276688,"['Codymouth', 'North Michael']",RegBody_operation,['Source_use']
R-8327c887,West Courtney,Vanuatu,Illinois,14761655,"['Justinchester', 'Michaelfurt']",RegBody_world,['Source_environmental']
R-d7f5066e,North Brittany,Bosnia and Herzegovina,Washington,14855112,"['West Gregory', 'East Laurashire']",RegBody_quite,['Source_space']
R-806bfc38,Riverashire,Netherlands,Louisiana,11476181,['Clarktown'],RegBody_step,['Source_each']
R-ef6be6fc,North Sarah,Nicaragua,Georgia,16749817,"['East Thomas', 'West Christianton', 'New Lindsay']",RegBody_large,['Source_red']
R-b19e2a19,Murphyhaven,Senegal,Delaware,16794114,"['New Phillip', 'Mccarthystad']",RegBody_forget,['Source_this']
R-55a04bf0,Alyssaborough,Zimbabwe,Hawaii,17524006,"['Jenniferchester', 'Henryview']",RegBody_reveal,['Source_camera']
R-cbbb1961,Pearsonburgh,Anguilla,Mississippi,2871982,"['Townsendstad', 'Lewisside', 'South Neil']",RegBody_worker,['Source_small']
R-bd8855dc,East Scotthaven,Congo,Alabama,14343845,['Markstad'],RegBody_whole,['Source_environment']
R-310b9318,New Joshuaview,Norway,New Mexico,14548778,"['Williamsview', 'Colleenshire', 'Port Jenniferfort']",RegBody_political,['Source_project']
R-397672eb,Henryfort,San Marino,Tennessee,6155114,"['North Mikeberg', 'Port Melissa', 'South Maryville']",RegBody_arrive,['Source_life']
R-5044685e,West Connorside,Fiji,Illinois,9957165,"['West Marymouth', 'New Jennifer']",RegBody_hit,['Source_name']
R-459b153b,Lake Richardton,Bahrain,Illinois,3542614,['Lake Joseph'],RegBody_consider,['Source_life']
R-cf6cb0cb,West Charlottehaven,Ireland,Idaho,11103166,"['West Joshuastad', 'West Stevenland', 'Davisland']",RegBody_court,['Source_show']
R-668efce2,East Lonnietown,Seychelles,Hawaii,10020030,"['East Danamouth', 'Lake Sherryport']",RegBody_third,['Source_responsibility']
R-e67de905,Lake Katelyn,Bulgaria,Maryland,15062450,"['South Janiceburgh', 'Donaldmouth', 'Perezborough']",RegBody_explain,['Source_use']
R-2e6fea6a,East Tiffany,Eritrea,Vermont,14398082,['Bakerfort'],RegBody_hear,['Source_particular']
R-2601f732,Michaelhaven,Korea,South Dakota,14995093,"['North Stephanie', 'Mooreshire']",RegBody_develop,['Source_scientist']
R-7f69ecb8,Reedport,Cote d'Ivoire,Michigan,15103181,['Christopherborough'],RegBody_evening,['Source_discover']
R-2bdbbe63,Greenville,Maldives,Texas,11929927,"['South Donald', 'Nathanfurt', 'West Jacquelinestad']",RegBody_true,['Source_wear']
R-bcc38286,East Robertmouth,Guadeloupe,Tennessee,14694181,"['East Robinport', 'South Amy']",RegBody_soldier,['Source_age']
R-719992c9,Lambmouth,Nauru,Oregon,2024617,['Simonfort'],RegBody_they,['Source_either']
R-697c061b,Jennifermouth,Liberia,Utah,13730153,"['Evansbury', 'South Ronaldview']",RegBody_participant,['Source_institution']
R-37c6f34a,East Williamport,Turks and Caicos Islands,Rhode Island,17316309,"['New Karen', 'Lake Mason', 'North Kyleberg']",RegBody_suddenly,['Source_half']
R-caa42219,Fostermouth,Afghanistan,Texas,5468263,['East Nicole'],RegBody_fish,['Source_food']
R-11259ce2,East Joelborough,Jordan,Colorado,4890883,"['East Gail', 'Adamburgh', 'Coryside']",RegBody_right,['Source_indeed']
R-3cb8935d,South Elizabeth,Switzerland,New Jersey,14802640,['Port Sabrina'],RegBody_impact,['Source_career']
R-46c55810,Kathrynberg,Iran,Wyoming,4335576,['Rachaelchester'],RegBody_picture,['Source_indeed']
R-64ab90fa,West Tracyshire,Anguilla,Iowa,8018690,"['Port Joe', 'Matthewtown', 'Melendezbury']",RegBody_certainly,['Source_money']
R-fae21353,North Jason,Jordan,Colorado,12391943,"['Patrickburgh', 'Hernandezport']",RegBody_impact,['Source_Republican']
R-46f80f47,Johnsonchester,Christmas Island,Hawaii,12946461,"['Flemingville', 'Drakestad', 'Lake Michelletown']",RegBody_college,['Source_from']
R-262d04a0,New William,Poland,New Jersey,1186671,"['South Desireefurt', 'Wiseport', 'Greenville']",RegBody_PM,['Source_surface']
R-f05d690e,Shawfort,Rwanda,Michigan,5248530,"['Danielburgh', 'Schmidtfurt', 'East Adamshire']",RegBody_evening,['Source_decade']
