td_profile_id,market_id,total_line_miles,substation_count,avg_system_voltage_kv,planned_upgrades_count,projected_load_growth_pct,reliability_metric_sadi,distribution_automation_index
TD-a24a3bcf,M-4c2f0433,78219.14,3141,288.71,9,3.69,0.57,3.73
TD-d3351516,M-c2849fea,13403.41,3311,193.22,38,3.14,0.58,6.42
TD-080f42ce,M-e82ef7b7,6873.16,1345,360.55,44,1.54,3.78,5.74
TD-2d6d5d9d,M-c0d46610,18674.99,3464,457.16,1,1.92,4.27,6.8
TD-3d5db98b,M-bbe15b4b,62351.86,3460,114.6,9,0.8,0.75,0.67
TD-e585c084,M-49fe92bc,87579.49,4358,214.45,2,1.89,1.88,8.68
TD-cbdb3899,M-b6a1f596,21400.08,4840,424.35,16,2.54,3.83,3.4
TD-02e66217,M-b95fade4,26188.9,2452,436.84,8,0.51,1.97,2.62
TD-f3ada7f5,M-d5fe7b23,10400.85,1364,460.92,14,4.02,2.66,2.26
TD-72b2cf60,M-c5f07d3c,35799.14,673,283.91,47,3.57,3.9,4.06
TD-a594cfde,M-ef05b18d,31078.37,4071,256.72,6,1.42,4.86,9.19
TD-9b8067c0,M-c03879eb,7727.85,1540,37.05,22,2.81,1.38,9.01
TD-212f67de,M-34a0fd2d,97052.44,2608,282.62,5,2.07,4.78,9.36
TD-fc5b4444,M-c895e4ef,77604.44,2988,330.8,44,1.04,2.98,3.28
TD-b764aa88,M-0fb9ec0f,87694.75,475,410.73,33,1.87,4.49,7.94
TD-c202041b,M-9518c206,7690.03,1400,486.52,35,4.91,1.99,8.08
TD-d1e890f2,M-e50ef4e6,83966.37,907,208.96,22,3.91,1.3,5.38
TD-de90469c,M-7221aa58,94252.16,796,307.41,19,2.9,4.8,0.92
TD-bb8bc123,M-7d146ac9,89163.71,337,375.0,12,4.82,0.79,2.58
TD-a675b912,M-f92da416,38579.43,2123,92.37,38,4.92,1.28,9.15
TD-c9409e96,M-20ecfb73,10369.35,4983,442.23,36,2.58,4.29,9.78
TD-54339afe,M-2d3de427,84714.47,4814,376.48,6,1.28,2.82,1.55
TD-760a5138,M-cbca5c50,90469.81,2419,75.35,5,1.83,2.31,1.97
TD-3b78e699,M-485bc814,8476.36,2920,202.26,3,4.79,1.94,0.39
TD-31fd728f,M-562e1867,5982.72,2518,171.62,28,2.48,0.9,7.12
TD-10ccba8c,M-a9f2cee5,89380.96,3337,201.38,35,1.86,3.96,3.2
TD-cc5eacba,M-4355e582,40737.05,3541,143.86,19,1.96,4.49,1.2
TD-d748d77b,M-16ae8ed9,55880.34,1506,312.1,6,1.14,4.72,8.58
TD-868071c4,M-58a6b45a,59835.32,2796,104.31,26,1.88,0.87,6.18
TD-e4268edf,M-57ddf2f5,73400.88,844,43.7,6,4.63,3.87,9.82
TD-4f68371c,M-fd6031b1,38115.48,765,41.06,48,4.5,4.32,7.27
TD-4d5a4839,M-cb2bd1a6,63681.18,1312,343.16,8,4.1,1.06,5.36
TD-35dcf157,M-94bc37d2,41798.58,4125,465.0,9,3.59,3.35,4.99
TD-a37d226d,M-1a4af7da,92794.28,3295,112.62,50,2.21,3.28,7.79
TD-e71a0b5b,M-aead7b71,95464.89,250,280.08,40,1.72,3.08,9.32
TD-080c373c,M-f5903b0e,8726.39,32,38.19,36,1.54,3.48,6.34
TD-1ed433ab,M-d3ce26a9,92256.13,2882,262.89,48,1.1,3.32,0.49
TD-e533bc9e,M-048b7139,20203.55,1195,47.25,41,3.47,4.61,2.67
TD-04dfc776,M-3ce1564a,34026.07,4042,376.25,16,4.12,3.0,9.39
TD-78f807ec,M-cb40c993,14560.33,2865,74.27,21,1.34,3.73,0.45
TD-86b5752c,M-256e4167,67721.45,4193,446.1,41,0.6,4.68,9.14
TD-9fecccf5,M-4c57630d,94777.74,3273,40.44,24,0.7,2.99,1.74
TD-308303ed,M-3df0f715,93536.75,1491,155.42,26,4.02,4.31,8.86
TD-9eacc0e8,M-8c22cdf4,26422.65,3270,356.44,38,4.85,0.69,5.8
TD-152afcfc,M-62004ec8,25791.85,684,329.34,46,3.13,1.99,3.92
TD-7bb39abd,M-0645b3f8,68812.29,1674,49.47,24,1.98,4.28,4.31
TD-30843e38,M-68107a9c,13540.27,4218,293.99,33,2.79,2.8,7.28
TD-ac7e7880,M-b175cf8c,38153.6,3487,358.62,39,3.31,1.57,2.06
TD-bd731ff3,M-1bd0c57f,65934.29,430,227.59,8,4.48,1.12,5.92
TD-f6f8ffa8,M-fdf74f80,88483.62,801,406.3,12,3.0,0.54,2.79
TD-7da8946c,M-ebc7cf1e,83087.72,2270,343.75,28,4.56,0.86,5.77
TD-e2627e6b,M-ce892056,1640.84,4170,40.79,21,1.05,3.74,2.56
TD-201aa55d,M-4710ba4a,99478.33,4808,405.5,48,1.95,1.61,1.68
TD-215f2019,M-94476fed,71853.99,2375,176.85,37,3.7,1.05,4.6
TD-9cd9b7cf,M-0e8c635e,56379.44,392,479.93,14,1.88,1.08,2.39
TD-675ebdf6,M-e9a096ec,35904.86,762,480.07,26,2.63,3.38,8.2
TD-1f09fece,M-de683752,33204.98,1811,91.89,46,2.27,0.54,5.57
TD-7eda38f2,M-a528f24c,86466.69,4236,221.67,40,2.88,3.97,8.35
TD-12d941ac,M-fe49b9d6,33239.69,1223,309.93,10,2.15,3.49,6.62
TD-c79c2fd6,M-063643d3,66388.62,1302,278.43,10,3.73,4.55,7.6
TD-a28a0c5e,M-c1043fb1,11167.23,1789,105.04,23,1.44,2.47,5.1
TD-cd1a3c47,M-8001f2d2,34350.52,4385,372.74,43,4.74,2.4,9.07
TD-6be7da94,M-97a2c078,63949.95,4116,41.63,25,1.75,4.11,2.19
TD-4b681adc,M-991fab76,97359.24,2300,301.31,36,2.64,1.16,2.31
TD-dd824e42,M-4e7ca447,63654.22,665,470.87,20,4.54,3.58,7.09
TD-85170c14,M-2a90d29c,60010.06,1300,464.4,44,3.3,1.74,7.09
TD-13bcfd92,M-fe42f95e,96540.26,713,484.57,4,3.68,1.81,5.27
TD-a4f6bd0d,M-ac6d7895,68422.03,1282,233.13,20,3.92,4.28,6.52
TD-bb1fa9c3,M-1cd03124,79011.9,4039,231.2,21,1.51,3.26,3.56
TD-b3a9006b,M-98b62955,31897.53,2935,396.63,27,1.9,1.0,4.03
TD-3663d155,M-5b469cb4,52985.9,3497,143.95,46,0.54,4.14,5.66
TD-100b7cca,M-90f26bde,20733.84,4132,415.09,3,4.26,2.28,1.92
TD-6762d719,M-909a058f,3860.15,2682,301.81,41,3.38,1.28,2.81
TD-eb9d1e30,M-71c3801d,12712.64,2301,387.6,50,3.85,1.87,6.63
TD-c1a02257,M-67f4979e,16822.56,3126,224.57,3,3.05,2.84,2.54
TD-59759175,M-4c5b9e0b,65525.19,404,478.95,40,4.43,4.87,2.75
TD-a6a5f14c,M-4d0cf459,79384.02,1611,457.97,35,0.52,4.27,3.34
TD-366a9420,M-e4851e80,21995.44,1983,208.0,33,2.3,4.94,4.86
TD-7474656f,M-2696bbb0,92861.53,2674,154.99,26,4.46,2.05,5.86
TD-d20645ea,M-1b699c5c,89260.37,336,320.23,27,2.68,1.7,7.48
TD-55ce172c,M-35f54d22,99057.26,1129,264.53,3,3.33,3.87,3.95
TD-ba6449f8,M-72a9cef9,69706.72,2449,324.43,4,0.98,3.61,7.11
TD-28d88766,M-c9130026,82119.06,2860,223.89,47,3.32,3.57,8.03
TD-a1fb8f9f,M-7ffad05e,36506.63,349,112.72,5,4.46,4.77,9.7
TD-f293d630,M-19b0a2f6,72293.22,1782,293.16,1,3.53,2.54,8.75
TD-e1f86f0a,M-92a9f3c2,54947.35,732,459.92,24,1.32,1.67,9.42
TD-2c6bdf3a,M-0576895a,37140.97,3914,332.51,17,1.8,2.28,4.46
TD-e326743e,M-5772118e,60990.08,184,421.17,21,0.87,4.02,5.63
TD-fa8c8a8d,M-ce758b19,56994.85,820,316.54,4,2.55,2.19,0.69
TD-64ece292,M-25aec3b4,57301.4,2272,172.6,50,1.88,4.01,3.39
TD-08bd97c7,M-7adad641,67251.21,3519,461.54,39,2.94,2.84,6.73
TD-8e9703c8,M-6b0a58dd,24529.26,2756,342.6,30,1.72,2.5,3.51
TD-0b2201ba,M-00f4e9d6,78035.18,4771,452.31,30,0.58,1.97,7.25
TD-0410af28,M-6633879e,26406.07,1723,331.25,19,1.5,3.95,5.37
TD-04900de2,M-728b3d40,65758.55,835,190.05,26,4.1,1.29,1.41
TD-0332f880,M-80a7bbcf,367.02,4770,157.05,39,4.36,0.74,4.05
TD-7f2819f3,M-93ae0359,94951.21,1975,172.38,7,2.06,2.12,4.64
TD-99f670d9,M-7d6889de,12586.44,418,343.08,7,1.05,2.0,2.52
TD-96ac5264,M-40ad3e2e,45539.93,1874,390.96,39,4.82,1.58,0.72
TD-fdf16004,M-b9cc8586,89453.66,2150,357.21,30,1.1,2.09,3.65
TD-f83c347b,M-66565bd6,96196.23,2759,220.4,6,1.5,1.72,9.66
TD-c7f41466,M-15078fbf,63424.61,2532,77.47,34,1.98,3.42,4.68
TD-a9897601,M-5dcab412,61995.49,2573,103.82,9,2.91,4.85,3.5
TD-a0d3f938,M-8726c787,1863.53,4769,399.95,22,2.69,3.19,8.33
TD-a71add62,M-438c122d,36276.32,4109,78.64,26,2.31,1.2,8.98
TD-d32faf37,M-c9229224,53137.21,2151,326.31,7,4.0,2.35,2.38
TD-bdf85134,M-d6561538,74192.19,2474,240.37,19,0.58,0.96,4.0
TD-86d84ff8,M-3419dd6b,59331.01,3643,328.89,6,1.65,4.91,6.69
TD-7c7e776a,M-445fbe48,48965.06,2012,487.95,7,3.0,3.71,5.72
TD-e2e89f6c,M-fd5f7d1b,99469.93,4246,365.91,31,4.72,2.18,7.67
TD-a270a03e,M-e2c4ebd0,3804.25,3781,44.86,38,4.21,0.95,0.78
TD-effd04e1,M-fe06b86d,34858.67,256,340.78,2,3.91,2.47,0.35
TD-0348d1cc,M-b005b789,38383.44,4693,402.2,17,3.09,2.7,4.32
TD-b52cb4da,M-af2ad8b3,59778.51,4334,178.98,43,0.94,4.57,1.56
TD-8989f193,M-4528b516,74951.19,2992,303.07,49,1.56,2.97,7.91
TD-9a66f304,M-817fb35f,58579.18,3647,220.64,15,2.09,1.39,4.28
TD-c7d294b0,M-70a2464c,99985.73,3015,443.58,50,2.1,2.87,4.08
TD-0d7506d8,M-b8c8d399,48956.07,3723,92.82,34,2.92,1.72,0.85
TD-bb18f80d,M-5d99fb02,21441.76,2830,416.07,48,1.37,0.53,2.72
TD-67168fe3,M-237e65cf,4808.12,3835,458.33,19,1.24,3.36,9.76
TD-502abfa1,M-fa472a11,22748.43,3320,430.45,14,1.91,3.71,7.27
TD-e91d5cb5,M-0a582ea2,41463.23,513,476.97,17,2.84,0.6,7.04
TD-710e59f1,M-790ab9ae,85430.0,91,343.18,29,3.53,1.53,3.64
TD-c524d25c,M-6e543264,62926.14,2989,294.86,9,2.25,0.61,1.74
TD-177e02dd,M-69b4c3cb,84995.1,1487,475.99,42,2.37,4.54,4.71
TD-ec095c49,M-d99ec3cd,59170.62,2167,363.42,4,1.14,2.78,7.64
TD-b6c75ef5,M-449a7c28,39094.99,4779,81.42,8,3.52,4.81,7.97
TD-12d4fc68,M-7b0a4c77,16708.07,2162,325.63,10,1.95,1.22,3.78
TD-1c1bea7d,M-02343b2c,92334.96,4798,261.47,41,2.96,4.13,1.47
TD-4dd03051,M-1309d95b,33381.36,2508,217.14,48,3.91,2.53,2.64
TD-696d688b,M-e3ab52b0,62948.64,3093,460.17,44,1.47,2.19,8.19
TD-08d3f545,M-9d39d330,28088.39,626,84.08,6,4.09,3.59,6.66
TD-3fe41ebf,M-8eb6b94f,76474.98,2807,72.85,24,4.65,1.34,9.66
TD-89a502e2,M-d19d8ac2,68746.23,1183,60.06,35,4.21,3.4,1.0
TD-249a783e,M-95c974eb,59351.89,3642,424.11,46,2.43,1.85,1.0
TD-7463e9bf,M-4c2c8a3a,77881.57,2290,435.53,5,1.67,3.52,1.66
TD-7bf67c86,M-b8aaf7b5,94617.25,2139,342.1,15,1.39,1.96,9.75
TD-de84ae7e,M-6b5e069c,89950.08,912,119.2,10,2.94,4.6,0.11
TD-9df8930c,M-7c93ca2b,261.78,3946,443.24,25,4.64,2.61,4.83
TD-908fab2d,M-69441522,73258.23,87,495.98,42,3.49,2.46,9.71
TD-248f3847,M-aaf8bc06,23800.11,3810,209.16,47,3.22,0.51,4.21
TD-cc9f4075,M-62e2870c,48329.75,539,330.25,11,4.81,2.75,0.42
TD-90611d4d,M-3b8c6260,54605.45,4229,217.35,3,3.46,0.96,3.9
TD-9eeba4cd,M-947852d4,57472.86,367,138.63,42,1.23,4.3,6.54
TD-6c8ee95f,M-14b65be2,79604.94,2103,320.09,29,1.84,3.15,0.83
TD-bb4383fa,M-b6b345a4,3796.8,1890,317.51,1,2.24,4.6,7.96
TD-3de5bc8f,M-8d7facfe,56955.87,4625,368.92,48,2.69,0.57,2.98
TD-8dfa2a36,M-d6971635,33695.68,938,362.31,38,2.53,0.74,5.52
TD-9e6b6055,M-f97569e0,73765.55,3062,293.89,6,1.35,4.97,1.42
TD-c53ed31e,M-46f9522a,39186.86,89,248.93,11,1.03,1.99,2.47
TD-37c79b06,M-b6f2239e,59876.28,3261,373.27,49,4.44,4.79,4.02
TD-5bdb9cfb,M-2a122257,444.38,1428,85.81,36,3.81,3.91,5.5
TD-f5eeec49,M-37f78cb0,51053.4,3006,403.18,32,0.55,4.39,9.28
TD-f63c2ed4,M-18200945,23267.31,3016,287.63,48,2.77,1.84,6.82
TD-c5c77874,M-0dc30084,62193.6,678,34.99,23,2.52,4.48,3.26
TD-3080ba16,M-3370481c,8537.66,2552,190.88,16,2.2,1.48,6.9
TD-2f07a139,M-548bf731,34581.6,213,442.13,47,0.87,0.71,8.08
TD-f6289002,M-6b67a67c,8933.87,4449,147.2,5,3.07,2.15,9.52
TD-dcef3c1d,M-da38d9cf,58332.38,3951,297.44,0,4.69,2.02,7.58
TD-3e5459f7,M-40e8bad2,60329.52,819,263.13,31,0.87,2.69,0.27
TD-003c66f6,M-71fb7d47,3362.57,3366,266.65,3,4.52,1.87,1.3
TD-fb8389a1,M-fc4e8a15,91016.6,3130,35.25,5,4.83,1.64,8.09
TD-725dd9e5,M-a4d66e30,76100.54,4549,308.81,13,1.58,2.23,2.59
TD-a674400e,M-b1801682,75629.81,3716,389.77,25,2.56,4.4,4.36
TD-2030e86b,M-30f88c6b,6158.04,3177,163.67,19,1.96,4.79,8.43
TD-bdb30a19,M-433bb583,93128.86,3728,348.84,42,4.29,4.29,6.39
TD-f0f098ca,M-56d5276c,47294.67,1937,53.83,14,1.3,3.11,4.2
TD-06f77e0b,M-25922e21,82888.85,3697,188.67,48,4.93,4.53,2.64
TD-994cec7a,M-45a5929d,86841.28,953,397.02,19,2.94,4.54,8.59
TD-0680489c,M-f9f08734,58706.2,3595,371.74,13,4.3,2.94,9.91
TD-0a7031d6,M-af536e67,38762.97,2793,427.67,10,2.68,2.55,7.79
TD-1c796a1a,M-da0449e1,58409.25,2949,414.83,45,4.5,4.11,4.14
TD-942fd0ad,M-fcbab3e8,11824.96,881,56.92,36,2.63,1.88,4.5
TD-93d1221c,M-ff917e3c,29064.01,2877,228.36,29,1.17,3.04,4.56
TD-1340b1a5,M-c87432e0,16725.3,4724,131.11,32,2.02,4.74,6.8
TD-2ba9d35b,M-ccf3ad0b,75845.36,4752,37.86,32,1.66,3.58,5.28
TD-65754cce,M-ac7f2acd,34952.59,3415,38.33,27,2.21,3.16,5.97
TD-8d38a160,M-c8fa7306,92224.68,3341,64.61,33,1.09,2.34,5.48
TD-46524439,M-3b2c3b49,3473.62,3628,445.43,29,2.48,2.19,0.41
TD-c31f8309,M-6ce3fda7,65460.02,4666,296.86,26,1.15,1.5,4.68
TD-c901e32a,M-3ece5d30,18455.39,3638,65.58,50,0.88,4.76,7.59
TD-1df037fe,M-353a8e1c,98836.76,1010,93.72,38,2.39,1.34,7.93
TD-b3384cd5,M-0333090b,40745.98,1376,167.22,10,1.54,3.58,7.76
TD-1c3ef686,M-136d1b9d,5283.39,1173,133.72,37,4.68,1.64,3.79
TD-569bffcd,M-62c1b15b,78771.06,226,422.72,24,3.05,4.88,7.08
TD-c7240713,M-a54a0181,68037.09,19,219.25,22,3.44,1.36,4.38
TD-88dee719,M-3280cebc,88007.48,2647,396.57,38,1.87,1.11,3.44
TD-2c82ceda,M-79928a9b,48291.18,398,48.41,24,4.38,1.69,5.31
TD-a0d38ef3,M-e573611e,82820.0,2756,167.15,30,4.01,2.03,1.07
TD-38a05795,M-0cfa4b2e,96188.47,4263,398.8,16,1.25,2.08,3.11
TD-6dc75cb9,M-0d83f48f,14402.94,53,184.3,28,2.35,4.97,9.71
TD-2a8592ac,M-ee7dd45b,36579.84,245,257.01,27,2.98,3.37,4.47
TD-11d314ee,M-0b457367,39749.05,1479,52.63,46,3.16,1.09,1.22
TD-53d42be4,M-e57dcf11,88782.61,3937,48.96,5,3.3,3.73,3.26
TD-4f8bbffc,M-e1d12922,40188.25,3398,463.81,37,3.99,3.48,5.4
TD-77a4f099,M-dc058afd,47250.34,4297,395.74,10,4.64,2.84,2.03
TD-7e1c3526,M-f8f8d1a2,79778.35,625,150.5,10,4.13,3.05,7.97
TD-e59d4620,M-353d871e,17450.75,927,254.31,42,3.1,1.89,1.15
TD-1166dd35,M-e61a07f1,933.36,1595,388.03,34,3.01,0.53,0.04
TD-a5e35861,M-039f8dfa,32485.72,339,116.5,31,1.9,3.58,1.5
TD-d85b8c18,M-af0b8a5f,2218.1,1305,374.2,41,3.88,0.87,8.87
TD-775d4ada,M-95370db5,36149.15,3003,475.3,4,2.29,2.88,6.2
TD-76c4b7a3,M-25eb2727,65889.0,559,58.94,17,2.33,1.09,4.66
TD-bd96319e,M-b77999b1,65058.37,147,397.22,22,1.27,3.56,5.71
TD-7084e038,M-ae788594,25360.95,1400,418.39,14,4.4,2.29,4.81
TD-dd6aa39e,M-8af7cc92,90863.91,2799,169.53,34,4.69,4.12,2.02
TD-41a9d24e,M-d42f2224,57329.2,3052,270.09,31,1.14,1.57,5.55
TD-450610c6,M-ead05c9a,39849.85,86,232.06,50,0.9,1.67,4.45
TD-cffa7a40,M-415e4616,59482.43,1877,95.85,31,0.84,3.84,5.32
TD-2fbfaf3a,M-4b97c906,50066.74,817,322.99,29,0.53,2.14,7.22
TD-776a218d,M-2d3fd3c6,56593.08,4067,317.55,30,3.51,0.62,1.29
TD-4b9b07d7,M-be002cd9,7454.03,1071,54.58,35,1.2,3.76,3.53
TD-39ad3415,M-9fe470fb,23903.67,1224,485.77,28,4.29,4.24,5.75
TD-45ab5dc9,M-fd18da36,85114.56,3905,306.42,32,1.23,4.59,3.44
TD-79d4d042,M-329b02c2,96470.18,3048,460.06,7,0.85,4.29,8.02
TD-2a42e90f,M-8565597f,64627.85,683,164.89,10,4.88,4.57,4.67
TD-a9d68f2c,M-403fd174,83065.95,3765,174.36,7,4.98,4.83,9.15
TD-55df5e31,M-17a05bc6,29972.77,3832,419.08,37,2.35,2.23,3.46
TD-ce42af39,M-67a0ea22,8064.87,4469,144.02,4,1.3,3.44,9.52
TD-4480fd93,M-1c23900b,96787.85,3849,372.8,15,3.92,3.41,7.08
TD-e69ad836,M-fe95450e,46162.69,1408,444.83,16,1.84,3.36,1.98
TD-9118c42f,M-2022889c,88345.84,2493,323.77,29,2.84,1.24,9.74
TD-befe5f15,M-f66737a4,37701.54,3904,84.52,25,3.89,4.33,2.23
TD-9572c155,M-12ea051a,51900.89,353,422.91,39,4.62,0.71,8.06
TD-766847ff,M-6469a7d7,27094.04,4375,335.28,41,1.84,1.82,5.81
TD-e1f84f7c,M-fab29ce2,41934.29,415,325.57,46,0.72,1.79,6.01
TD-471f6ccb,M-9963a155,41953.13,2903,258.53,30,2.37,1.8,1.68
TD-1fefadbc,M-7f876851,38256.1,1134,91.79,16,3.17,4.65,2.21
TD-fa54f8ac,M-8a5458bd,78210.82,1892,57.77,48,0.88,4.81,9.23
TD-37bddeca,M-8c3c4a04,62989.95,481,459.08,43,1.99,2.6,1.09
TD-af9d56bb,M-e31839c7,71103.37,3770,119.09,11,2.28,4.6,2.59
TD-5c4b278c,M-2cdd3123,96004.16,2690,229.66,50,0.56,0.55,0.66
TD-a2887ef8,M-27feaafa,26662.93,1825,134.54,21,3.25,4.93,2.73
TD-8ca9c287,M-1447a332,80132.62,1341,106.75,34,3.37,4.25,9.63
TD-66290b44,M-27afe367,64773.33,2647,320.89,43,2.37,3.62,7.88
TD-7d40cd16,M-f34388e6,79745.31,676,492.03,15,4.38,0.59,1.69
TD-c9de185c,M-f45d2847,43184.49,1340,379.4,29,3.78,1.56,3.24
TD-2c91c5d5,M-41de7e33,4366.34,1662,99.9,36,0.57,0.67,9.71
TD-3c922fbd,M-0ab209d0,5654.65,2463,426.41,26,0.8,4.28,3.12
TD-22001b91,M-98eb96c3,14650.33,4123,261.31,47,3.68,1.93,6.59
TD-f5f81481,M-a5e5377b,5344.5,2328,115.21,15,1.06,3.29,5.99
TD-2077b7ee,M-d51fd37d,72439.43,502,376.11,28,4.78,4.15,2.68
TD-4afcb157,M-81bdca89,57133.34,1610,175.8,14,3.58,2.3,0.19
TD-20099161,M-45201fc8,32014.53,1737,378.27,42,3.15,1.32,9.91
TD-5fab0a36,M-86e05d6c,34741.29,4206,251.93,44,1.5,2.56,2.48
TD-ab7bbf8e,M-aba29b0f,79834.54,4186,79.05,14,1.61,4.7,2.32
TD-3c543a16,M-3d54d817,34104.65,1706,56.57,14,2.4,0.96,1.79
TD-32ab46b8,M-610ba114,29382.71,3897,468.9,1,3.35,2.92,1.91
TD-bc858d9b,M-87637196,81911.29,1289,58.67,14,2.06,1.96,0.73
TD-3b5fe782,M-45cea9f8,4914.96,2037,416.64,20,0.93,0.63,7.09
TD-26bd8502,M-1b17cef4,36627.19,2921,184.43,31,0.74,3.14,9.66
TD-42b66201,M-35d7e084,63441.59,429,160.67,9,4.53,4.18,6.75
TD-80ad5c34,M-53f0c93c,94635.7,3222,175.69,5,3.17,1.2,8.13
TD-b93f0c38,M-eb7fbdb9,85599.51,1079,182.79,32,4.1,0.66,4.86
TD-13131256,M-1ac69d9b,51735.56,4804,75.56,15,4.2,3.8,8.86
TD-9e948b4e,M-95390446,90351.52,2862,367.14,14,3.78,1.9,9.61
TD-8e9644a8,M-735dae75,93166.9,561,320.89,30,1.0,3.61,8.58
TD-30cc10c0,M-8832f4d0,31474.49,4065,476.37,25,2.45,1.54,9.59
TD-9290046c,M-8676ee3f,63217.18,1077,490.97,26,1.61,4.28,4.31
TD-661d667c,M-18497f81,74523.56,1099,427.79,4,3.52,4.43,6.57
TD-5424c8e6,M-4c70d5ca,89188.55,3544,143.89,8,0.54,4.01,4.58
TD-56c3f18f,M-8e4680f8,93960.82,2562,52.4,9,0.75,3.23,6.6
TD-4d080609,M-d03a6127,50147.39,2937,344.79,26,3.18,2.57,0.77
TD-65970f82,M-b5b4c737,19065.76,1768,356.51,27,0.61,4.7,0.42
TD-66092df1,M-f19c3db6,76569.64,311,84.05,5,4.62,3.94,4.18
TD-0a0ea07e,M-342e52f1,9695.09,411,375.16,38,1.17,4.24,5.24
TD-391defe8,M-92df5199,55771.09,4407,310.35,2,1.76,4.88,3.91
TD-18f75460,M-31c54fac,11546.56,1992,292.12,7,2.33,2.79,7.08
TD-1c3b6833,M-04c6f6b1,73412.52,726,279.32,43,2.09,2.39,5.96
TD-9bf32c86,M-f14ebc9a,99301.82,289,341.61,24,2.0,2.3,5.57
TD-6188b27f,M-262ab64e,75890.48,3115,256.52,33,0.65,2.66,1.56
TD-29da75ae,M-f836efac,48878.69,15,371.11,35,1.01,3.51,8.65
TD-b488747a,M-d4d6691e,44798.12,1583,246.93,22,2.39,0.58,5.16
TD-9f264d6e,M-2dcb313a,72742.46,236,481.05,14,0.72,2.3,4.43
TD-15f11495,M-598bfbaa,88442.36,4903,305.72,36,2.17,3.39,3.47
TD-150363d1,M-ae9c4d4a,28477.16,4495,128.46,29,4.51,1.67,4.81
TD-2d2f9ecf,M-8fd68d1d,56473.44,3562,209.95,32,3.75,2.52,0.68
TD-2ec66b21,M-a6479d68,56162.55,4026,450.13,5,2.41,2.09,0.45
TD-b619dd7c,M-eb82264d,66916.65,2994,416.42,13,4.99,1.62,7.5
TD-ebc1cb4f,M-88915083,50427.69,3596,130.84,9,0.57,0.65,3.49
TD-466cc649,M-de03e5f4,83505.96,2836,233.12,48,4.06,1.58,4.7
TD-112e148e,M-1fe3af46,47734.08,1983,41.61,12,0.95,2.73,5.57
TD-fa10abc9,M-55dbd2f5,10915.71,1318,425.12,6,2.17,2.96,6.73
TD-04479640,M-e5b5ea38,1360.26,848,100.05,42,0.76,4.79,9.55
TD-5a53f8f6,M-8a9a9ead,29078.23,2632,44.1,3,4.99,1.83,9.93
TD-8970ff3d,M-ec5ec8d7,50777.35,299,343.93,37,4.63,4.29,5.68
TD-bec732cd,M-3be3ddbd,49647.95,3754,143.63,32,2.65,1.89,0.97
TD-625bf7c2,M-4be28824,21534.06,1657,405.82,49,1.77,2.87,7.72
TD-afe04a0e,M-f0bfb2fe,6037.95,246,303.98,18,1.51,1.21,3.07
TD-17975e59,M-316ffa87,93690.16,146,262.63,45,1.75,2.47,5.68
TD-88f3a1f9,M-beecee94,96181.21,3382,179.68,17,2.36,2.24,5.12
TD-f3ecdb4a,M-e073a4f8,49703.42,1595,200.76,33,3.23,2.2,1.45
TD-7c68b765,M-e6c1a419,15604.77,2682,328.07,3,0.52,1.07,0.37
TD-f5572275,M-e39b4a16,22523.03,2351,51.19,24,3.85,2.53,8.48
TD-9667c153,M-e4006a1e,95350.04,1512,200.85,42,2.16,3.04,0.43
TD-1097978b,M-6d15dd22,26313.21,4232,430.34,10,3.97,2.78,9.08
TD-af658b71,M-45aabfe7,33747.74,3382,220.99,2,3.69,4.1,8.5
TD-50883040,M-8b233de2,21829.24,1042,260.8,35,1.82,1.74,6.35
TD-2cbf2252,M-99a61802,3461.18,4562,211.22,12,2.37,1.97,4.74
TD-3add5ad6,M-0f1f0893,61188.74,4520,411.42,18,1.86,1.2,1.45
TD-3efa4e22,M-a2a573e1,79944.55,2127,357.14,9,1.63,2.95,3.93
TD-ca462ed8,M-76227aac,72446.27,2002,438.5,15,2.58,1.85,0.42
TD-ed581cb8,M-67017f91,94307.89,901,459.56,2,3.63,2.21,3.81
TD-7e117d37,M-b555e929,58757.33,998,462.68,50,1.05,3.93,6.7
TD-1ca093df,M-76e6edf7,40935.54,3140,72.82,16,2.54,4.02,0.93
TD-f79a3925,M-2d6dcc34,50185.93,1017,420.99,37,4.12,3.27,7.34
TD-b2f8ef45,M-9759c70c,84715.19,3100,479.64,43,3.2,4.5,7.26
TD-fb4a20c6,M-714e9962,40979.77,4524,345.46,13,1.8,4.86,2.2
TD-0bb511e6,M-d34c76db,7941.35,764,125.47,4,2.82,1.0,8.58
TD-588d298b,M-775b07f7,85504.05,849,178.73,21,4.65,3.64,2.31
TD-c0c92af8,M-b2c46f52,31554.8,949,240.78,37,3.51,1.89,4.5
TD-aa151442,M-6605742c,50282.57,3393,33.64,47,1.74,0.71,9.99
TD-35e211d7,M-ecd84807,38700.55,820,171.19,32,2.56,1.46,0.22
TD-92933233,M-887e3d1c,10546.19,2898,389.29,24,1.72,2.63,9.46
TD-0a53fbde,M-371da143,15331.37,2688,341.87,30,3.2,4.06,4.55
TD-94bd5538,M-755e56d6,26846.13,1823,133.31,28,1.69,3.28,5.81
TD-b4d0b6f7,M-c4b97de9,92118.6,4303,243.05,38,4.74,1.61,1.07
TD-93185799,M-e6903867,22953.06,2367,74.55,40,2.32,1.85,0.04
