epi_id,region_id,year,inflation_rate_pct,interest_rate_pct,govt_debt_gdp_ratio,govt_budget_balance_usd_billion,consumer_confidence_index,data_source_references
EPI-27287622,R-6a652975,2020,1.09,3.55,98.71,229.71,58.32,['EPI_back']
EPI-e6799182,R-6a652975,2018,4.18,1.87,42.31,32.91,104.51,['EPI_relationship']
EPI-f1b3ee64,R-6a652975,2018,12.56,4.66,187.44,208.0,61.22,['EPI_loss']
EPI-67c76e4e,R-6a652975,2019,6.57,3.17,24.53,163.96,90.14,['EPI_smile']
EPI-38acc891,R-6a652975,2022,9.3,8.69,65.14,156.97,95.5,['EPI_few']
EPI-80909b61,R-6a652975,2025,12.33,9.72,164.04,86.24,57.56,['EPI_happen']
EPI-edc67e37,R-6a652975,2021,12.36,8.34,69.0,-36.74,66.89,['EPI_fly']
EPI-abaad9b3,R-6a652975,2024,10.4,3.48,116.29,100.56,117.02,['EPI_lead']
EPI-c6eed6a5,R-dd0fcfe8,2023,6.36,0.72,149.48,253.28,104.72,['EPI_play']
EPI-ad43cf56,R-dd0fcfe8,2020,5.4,1.03,138.02,-62.54,59.48,['EPI_institution']
EPI-53eb1838,R-dd0fcfe8,2018,7.69,2.81,46.39,0.95,66.76,['EPI_interesting']
EPI-f6138307,R-dd0fcfe8,2018,5.73,5.02,37.2,276.86,53.19,['EPI_could']
EPI-1dca83e2,R-dd0fcfe8,2024,1.45,1.32,92.35,109.86,57.12,['EPI_language']
EPI-66d10350,R-dd0fcfe8,2018,3.02,2.58,89.75,76.76,114.05,['EPI_finally']
EPI-525062a0,R-dd0fcfe8,2019,11.6,9.36,143.98,25.42,112.45,['EPI_whatever']
EPI-35fdd858,R-dd0fcfe8,2025,10.69,8.46,187.35,161.78,97.65,['EPI_not']
EPI-58d02f67,R-dd0fcfe8,2022,10.92,4.22,155.99,75.35,107.31,['EPI_owner']
EPI-18f2cefd,R-dd0fcfe8,2025,6.86,2.2,92.43,11.78,59.1,['EPI_provide']
EPI-b50f5be6,R-a6259ae7,2019,10.27,6.73,144.83,160.45,81.43,['EPI_media']
EPI-f846b73b,R-a6259ae7,2020,1.98,3.67,114.14,33.02,110.71,['EPI_decision']
EPI-7884bdc6,R-a6259ae7,2025,0.72,6.48,173.15,118.38,67.98,['EPI_writer']
EPI-e8848923,R-a6259ae7,2022,4.45,5.07,123.69,252.3,54.01,['EPI_quite']
EPI-dc3f20f4,R-a6259ae7,2023,13.04,6.4,63.55,115.32,100.4,['EPI_accept']
EPI-80e9de1b,R-a6259ae7,2024,6.25,8.69,40.53,58.0,80.28,['EPI_book']
EPI-380ad994,R-a6259ae7,2024,6.1,2.19,48.24,-36.91,88.63,['EPI_crime']
EPI-7170deb5,R-a6259ae7,2021,2.76,2.86,26.04,274.93,95.88,['EPI_despite']
EPI-5dbd0a7c,R-a6259ae7,2019,5.62,9.08,153.96,102.65,60.64,['EPI_soon']
EPI-8bec5271,R-a6259ae7,2024,2.07,2.79,120.71,131.38,75.55,['EPI_attack']
EPI-289a05da,R-d3d42064,2018,5.82,3.05,154.08,140.76,96.72,['EPI_the']
EPI-848ad74d,R-d3d42064,2021,2.13,0.25,135.45,274.08,72.03,['EPI_security']
EPI-55547f9f,R-d3d42064,2020,8.5,9.55,112.61,-4.44,55.71,['EPI_practice']
EPI-27a5b02e,R-d3d42064,2022,6.6,1.17,112.48,129.13,116.52,['EPI_require']
EPI-c1a21554,R-d3d42064,2025,7.66,1.54,12.93,87.11,95.2,['EPI_street']
EPI-570fceb5,R-d3d42064,2024,11.21,5.01,95.31,-97.25,81.56,['EPI_our']
EPI-68b483d9,R-d3d42064,2022,10.04,3.2,39.25,129.58,63.55,['EPI_himself']
EPI-7f001b63,R-d3d42064,2018,8.96,9.51,117.66,-54.12,82.8,['EPI_process']
EPI-8a8a330a,R-d3d42064,2021,12.89,1.01,162.87,-40.22,108.54,['EPI_truth']
EPI-fa3c85e6,R-d3d42064,2020,8.68,5.66,84.94,-23.47,108.95,['EPI_indicate']
EPI-a7e6315b,R-7eb18c72,2019,7.88,5.32,159.01,122.75,118.69,['EPI_important']
EPI-afd88999,R-7eb18c72,2021,6.83,5.35,84.3,218.55,68.98,['EPI_color']
EPI-bf384beb,R-7eb18c72,2022,1.45,7.48,58.47,-45.17,119.11,['EPI_information']
EPI-2bae9fb7,R-7eb18c72,2023,7.45,3.66,153.75,105.85,91.44,['EPI_owner']
EPI-1c055473,R-7eb18c72,2026,5.07,7.8,64.47,-46.22,76.93,['EPI_may']
EPI-f3536931,R-7eb18c72,2022,6.34,5.09,166.41,227.05,116.99,['EPI_physical']
EPI-cb3b6e88,R-7eb18c72,2024,12.24,7.12,71.95,37.3,94.32,['EPI_guess']
EPI-24f74c77,R-7eb18c72,2023,6.81,2.55,81.7,289.14,76.0,['EPI_throughout']
EPI-973c6636,R-7eb18c72,2019,8.66,6.66,160.03,-91.69,109.3,['EPI_help']
EPI-839a0415,R-7eb18c72,2025,3.21,3.72,71.21,112.47,51.44,['EPI_design']
EPI-3a6ac4f8,R-57d90026,2021,6.29,3.11,62.92,241.75,82.09,['EPI_safe']
EPI-d0bfbe00,R-57d90026,2019,7.83,8.08,177.02,65.69,78.47,['EPI_in']
EPI-78a591cd,R-57d90026,2019,4.64,0.11,188.49,247.9,98.39,['EPI_speak']
EPI-11260396,R-57d90026,2025,3.99,3.37,21.61,-65.48,83.35,['EPI_against']
EPI-13792976,R-57d90026,2018,6.91,5.63,17.1,62.57,86.78,['EPI_it']
EPI-548babbe,R-57d90026,2024,2.44,7.86,156.21,-35.15,88.86,['EPI_fast']
EPI-07210eb8,R-57d90026,2022,11.45,4.98,75.25,193.4,69.83,['EPI_page']
EPI-4f0099bc,R-57d90026,2023,13.46,4.91,187.58,-68.15,118.0,['EPI_increase']
EPI-6ebfe8dc,R-57d90026,2023,7.75,9.97,113.09,232.72,100.94,['EPI_raise']
EPI-647b7d6d,R-57d90026,2018,1.93,0.39,33.48,-24.14,110.09,['EPI_certainly']
EPI-e67638b7,R-f6e72e90,2020,10.67,9.16,11.64,224.39,52.0,['EPI_water']
EPI-27937bfb,R-f6e72e90,2019,1.26,7.62,137.56,-8.7,103.28,['EPI_call']
EPI-b97f3a2b,R-f6e72e90,2020,12.55,6.55,181.31,156.77,115.14,['EPI_standard']
EPI-c0c899d3,R-f6e72e90,2025,11.48,0.87,53.95,-66.84,97.75,['EPI_other']
EPI-a42d68ef,R-f6e72e90,2019,4.72,2.33,135.72,-67.97,52.92,['EPI_meeting']
EPI-b8dbb244,R-f6e72e90,2021,5.55,4.01,123.07,169.82,115.51,['EPI_law']
EPI-2b0ac78f,R-f6e72e90,2021,7.4,8.97,180.56,148.81,89.26,['EPI_happen']
EPI-521c65b8,R-f6e72e90,2018,12.06,0.61,198.52,220.56,90.52,['EPI_should']
EPI-bcdfb5ed,R-f6e72e90,2026,0.22,7.68,178.2,105.3,89.69,['EPI_together']
EPI-8b7a37ee,R-f6e72e90,2025,7.24,2.03,35.57,130.19,110.62,['EPI_mother']
EPI-dc796bef,R-bb309815,2022,11.32,4.05,25.06,-41.28,94.63,['EPI_never']
EPI-1fb060f8,R-bb309815,2019,14.97,7.97,158.19,186.54,101.07,['EPI_inside']
EPI-659b2a29,R-bb309815,2022,1.19,6.91,69.08,40.63,93.57,['EPI_really']
EPI-409906fd,R-bb309815,2021,13.38,0.77,27.26,92.98,98.95,['EPI_agreement']
EPI-24ae329c,R-bb309815,2024,12.36,8.21,120.43,62.25,76.99,['EPI_sea']
EPI-3c41e5b3,R-bb309815,2026,14.65,8.07,12.5,158.0,56.03,['EPI_official']
EPI-e31a5fa4,R-bb309815,2024,8.96,7.39,91.05,231.91,91.87,['EPI_budget']
EPI-2442cad6,R-bb309815,2018,4.02,4.75,132.88,251.81,61.14,['EPI_set']
EPI-ae93bdb8,R-bb309815,2020,4.87,8.68,56.46,77.58,75.72,['EPI_thus']
EPI-ea7ade3d,R-bb309815,2021,0.48,6.98,172.14,-29.41,64.82,['EPI_there']
EPI-240ff911,R-bea45acc,2018,12.3,3.51,169.75,182.41,77.06,['EPI_concern']
EPI-bb98dbdd,R-bea45acc,2026,7.32,5.38,38.41,123.49,99.91,['EPI_have']
EPI-d6e76f0d,R-bea45acc,2026,8.56,6.67,155.15,88.73,60.7,['EPI_visit']
EPI-7c3ce54c,R-bea45acc,2018,7.25,5.39,155.8,5.39,109.23,['EPI_camera']
EPI-52c0e995,R-bea45acc,2026,0.46,0.36,177.0,201.23,72.99,['EPI_push']
EPI-f8267c45,R-bea45acc,2023,12.5,7.79,55.11,154.89,105.55,['EPI_seat']
EPI-ac57b499,R-bea45acc,2021,12.68,7.74,89.57,135.92,114.84,['EPI_beautiful']
EPI-e31d4239,R-bea45acc,2018,10.89,7.77,95.08,-32.36,113.36,['EPI_woman']
EPI-1e6a5899,R-bea45acc,2024,12.77,6.22,146.84,-16.66,87.15,['EPI_discover']
EPI-03b0b0e2,R-bea45acc,2018,6.52,6.35,42.57,-48.75,79.13,['EPI_drive']
EPI-2fb66908,R-f0cad20a,2025,2.17,3.23,172.92,256.99,100.34,['EPI_present']
EPI-7e1a6bb9,R-f0cad20a,2018,10.19,0.01,160.96,114.24,104.42,['EPI_nature']
EPI-383cbcc6,R-f0cad20a,2021,7.34,5.98,138.44,39.04,88.87,['EPI_peace']
EPI-4b6e007a,R-f0cad20a,2019,1.76,4.82,173.27,23.17,118.21,['EPI_money']
EPI-8226b4a5,R-f0cad20a,2018,0.9,0.01,173.15,117.17,55.94,['EPI_maybe']
EPI-da539494,R-f0cad20a,2020,6.04,3.12,34.63,4.35,100.32,['EPI_consumer']
EPI-395dc215,R-f0cad20a,2024,13.71,5.75,198.47,215.05,110.22,['EPI_some']
EPI-486e0583,R-f0cad20a,2026,13.54,5.56,131.43,-86.73,92.45,['EPI_mission']
EPI-f3f52f78,R-f0cad20a,2023,5.79,7.08,64.74,96.42,87.31,['EPI_apply']
EPI-22122c54,R-f0cad20a,2026,0.83,2.31,150.34,2.04,59.15,['EPI_painting']
EPI-c2ca9441,R-0681ea8c,2018,5.15,8.85,146.58,-17.72,108.08,['EPI_value']
EPI-98bf8027,R-0681ea8c,2026,7.45,1.25,30.07,39.21,60.21,['EPI_watch']
EPI-34324c7f,R-0681ea8c,2020,7.53,9.46,54.43,39.44,117.2,['EPI_there']
EPI-d8f6a817,R-0681ea8c,2018,2.95,2.86,77.05,103.77,53.0,['EPI_evidence']
EPI-bc9860b4,R-0681ea8c,2025,5.21,2.0,150.1,65.03,114.86,['EPI_author']
EPI-6fd36be4,R-0681ea8c,2024,14.71,2.42,134.98,-48.61,55.08,['EPI_husband']
EPI-6b5cc82c,R-0681ea8c,2023,6.96,3.38,122.04,-80.61,105.02,['EPI_once']
EPI-9fa5bbfc,R-0681ea8c,2018,3.8,9.82,37.31,-32.52,96.43,['EPI_foot']
EPI-c9f72740,R-0681ea8c,2025,10.95,9.93,114.31,292.99,117.75,['EPI_assume']
EPI-29577cef,R-0681ea8c,2023,1.09,6.95,57.14,177.35,108.68,['EPI_very']
EPI-7c998692,R-7c9effa6,2020,11.48,7.67,167.7,-66.04,55.56,['EPI_information']
EPI-211ff25d,R-7c9effa6,2022,3.0,2.21,164.45,-73.03,102.67,['EPI_research']
EPI-358e2385,R-7c9effa6,2026,3.67,8.13,81.25,279.73,72.16,['EPI_avoid']
EPI-04e8c6a6,R-7c9effa6,2024,5.03,2.63,162.37,84.97,50.53,['EPI_tough']
EPI-f475dcdd,R-7c9effa6,2018,14.72,5.78,173.05,220.92,107.83,['EPI_his']
EPI-25f3edeb,R-7c9effa6,2024,4.48,6.65,119.64,210.87,51.15,['EPI_meeting']
EPI-bd41d42b,R-7c9effa6,2025,2.33,8.15,142.7,-97.14,87.79,['EPI_rest']
EPI-d117023e,R-7c9effa6,2020,7.75,4.49,155.18,179.02,61.29,['EPI_cut']
EPI-51e039ca,R-7c9effa6,2021,6.67,8.92,84.03,7.98,111.91,['EPI_television']
EPI-ec4bc593,R-7c9effa6,2020,1.57,8.12,81.73,211.93,50.67,['EPI_language']
EPI-3ceebe59,R-8b751b5a,2025,11.07,6.78,177.38,-49.74,117.03,['EPI_economy']
EPI-fc4d7a63,R-8b751b5a,2026,4.34,5.3,82.0,-36.92,71.88,['EPI_her']
EPI-e18508b6,R-8b751b5a,2021,4.67,2.92,81.45,107.0,83.52,['EPI_itself']
EPI-d591265f,R-8b751b5a,2019,0.49,7.8,190.31,24.11,106.7,['EPI_bar']
EPI-58ee006a,R-8b751b5a,2024,3.38,8.48,101.78,84.95,87.34,['EPI_tax']
EPI-1fc940cd,R-8b751b5a,2022,4.99,8.68,170.26,12.8,53.42,['EPI_try']
EPI-4508d7d9,R-8b751b5a,2020,4.77,9.13,118.86,115.48,81.23,['EPI_player']
EPI-dc1a1102,R-8b751b5a,2022,0.05,2.95,113.43,-95.31,58.48,['EPI_some']
EPI-2892543f,R-8b751b5a,2024,7.88,6.4,198.35,248.72,73.26,['EPI_response']
EPI-7ccf3da1,R-8b751b5a,2024,2.83,0.48,182.84,195.38,70.56,['EPI_analysis']
EPI-de9c0072,R-39c88911,2019,14.04,9.37,127.42,213.42,112.29,['EPI_lawyer']
EPI-2f32bf2c,R-39c88911,2024,5.75,8.17,141.25,-24.79,70.08,['EPI_character']
EPI-10fdd884,R-39c88911,2026,8.41,5.99,162.27,197.82,91.71,['EPI_put']
EPI-47ec4370,R-39c88911,2023,13.88,6.42,48.33,198.91,105.62,['EPI_now']
EPI-255f77c4,R-39c88911,2019,8.61,5.83,29.73,200.9,114.86,['EPI_current']
EPI-688ef882,R-39c88911,2022,0.09,0.48,157.99,274.38,54.76,['EPI_standard']
EPI-5fc6138e,R-39c88911,2021,11.89,2.57,128.42,-16.12,65.32,['EPI_imagine']
EPI-f3b1b99b,R-39c88911,2022,1.54,7.74,181.59,145.43,56.26,['EPI_address']
EPI-a8331ef5,R-39c88911,2023,4.67,8.27,20.67,124.45,99.54,['EPI_along']
EPI-23b2b4ea,R-39c88911,2025,10.16,0.9,172.93,228.96,113.29,['EPI_indeed']
EPI-6890ab5f,R-944c019e,2024,8.44,8.55,72.93,3.63,64.1,['EPI_table']
EPI-6257d486,R-944c019e,2019,5.74,3.83,199.66,140.5,56.62,['EPI_friend']
EPI-ebdad664,R-944c019e,2025,2.61,7.01,88.14,182.37,66.42,['EPI_budget']
EPI-90e52896,R-944c019e,2025,13.15,7.66,108.13,266.26,82.63,['EPI_boy']
EPI-7836eaad,R-944c019e,2026,1.23,5.75,112.34,70.87,89.9,['EPI_later']
EPI-8b1adc35,R-944c019e,2025,3.27,1.03,27.8,130.57,77.39,['EPI_mother']
EPI-dbfb47bc,R-944c019e,2019,6.68,9.2,42.5,295.57,96.89,['EPI_spring']
EPI-8c8b3592,R-944c019e,2025,0.65,2.13,189.32,-26.46,67.45,['EPI_activity']
EPI-985da713,R-944c019e,2021,11.17,0.91,156.5,85.28,71.9,['EPI_set']
EPI-a81fc76d,R-944c019e,2020,9.38,8.98,39.12,129.71,62.97,['EPI_do']
EPI-fd0af5a8,R-5998ca70,2019,0.7,9.17,28.58,-51.2,63.38,['EPI_between']
EPI-8b29e98f,R-5998ca70,2022,1.39,2.55,91.11,124.22,102.5,['EPI_event']
EPI-7d0dcca2,R-5998ca70,2020,6.99,6.3,76.0,-70.02,97.29,['EPI_yourself']
EPI-94c7821a,R-5998ca70,2019,14.5,6.41,71.24,-5.72,66.53,['EPI_behavior']
EPI-45fe2bed,R-5998ca70,2026,10.38,8.39,23.61,227.23,84.67,['EPI_understand']
EPI-ece13f83,R-5998ca70,2021,4.9,7.6,192.07,76.65,70.98,['EPI_wear']
EPI-a6f5e467,R-5998ca70,2026,5.23,1.94,188.66,248.1,99.14,['EPI_technology']
EPI-1e974a3b,R-5998ca70,2026,1.82,9.54,12.17,103.76,61.25,['EPI_eat']
EPI-9e15a3b2,R-5998ca70,2025,14.5,7.12,51.65,299.59,113.81,['EPI_race']
EPI-1cf586ae,R-5998ca70,2022,6.49,1.35,72.66,282.29,84.34,['EPI_trouble']
EPI-34754c66,R-83b28fdc,2020,12.47,8.53,142.25,254.28,53.92,['EPI_man']
EPI-aea7686f,R-83b28fdc,2020,11.16,3.32,59.16,200.34,108.53,['EPI_hold']
EPI-4e18e08d,R-83b28fdc,2023,2.13,3.9,163.58,-14.8,70.54,['EPI_some']
EPI-c2c25455,R-83b28fdc,2021,5.21,1.19,71.46,-82.19,74.36,['EPI_question']
EPI-872ac340,R-83b28fdc,2024,8.33,9.48,150.2,55.88,53.73,['EPI_peace']
EPI-42a6cf9e,R-83b28fdc,2020,7.61,3.02,96.79,270.25,83.06,['EPI_choice']
EPI-84d066b4,R-83b28fdc,2026,1.1,8.1,33.24,183.3,113.48,['EPI_later']
EPI-cc9f7811,R-83b28fdc,2022,0.17,8.16,54.91,-83.28,116.11,['EPI_can']
EPI-a9979c6c,R-83b28fdc,2018,12.22,2.04,53.99,85.89,100.51,['EPI_quickly']
EPI-4f4bdce3,R-83b28fdc,2022,0.04,2.62,83.28,232.35,93.68,['EPI_significant']
EPI-13771286,R-fc684011,2019,7.22,7.49,151.98,268.72,95.1,['EPI_clear']
EPI-25bd26ba,R-fc684011,2023,8.83,2.11,111.55,210.08,70.99,['EPI_last']
EPI-d908e045,R-fc684011,2019,0.61,7.91,98.32,171.92,102.57,['EPI_everyone']
EPI-952e20ad,R-fc684011,2021,5.2,8.67,77.12,51.9,99.35,['EPI_as']
EPI-46917016,R-fc684011,2022,6.97,0.79,182.22,19.67,113.37,['EPI_everything']
EPI-222bc651,R-fc684011,2022,0.94,2.22,95.29,165.49,71.4,['EPI_analysis']
EPI-9b0ffc1e,R-fc684011,2020,13.81,2.8,164.57,-86.07,62.96,['EPI_leg']
EPI-0f00f0bf,R-fc684011,2024,9.39,0.31,104.74,210.51,96.03,['EPI_pass']
EPI-34c7edd7,R-fc684011,2022,6.6,6.1,90.23,61.95,51.86,['EPI_officer']
EPI-eb68163f,R-fc684011,2018,2.11,3.45,75.65,-45.75,72.17,['EPI_computer']
EPI-d67e0b97,R-78641362,2026,4.65,0.93,83.47,70.2,82.0,['EPI_really']
EPI-9a7ad054,R-78641362,2026,3.02,9.88,27.86,217.1,81.81,['EPI_thing']
EPI-956059d8,R-78641362,2021,7.61,9.16,196.48,79.74,97.83,['EPI_work']
EPI-5a843b1f,R-78641362,2025,11.05,8.82,47.12,65.54,115.09,['EPI_ago']
EPI-11ae9d37,R-78641362,2018,8.07,0.97,97.05,285.94,97.5,['EPI_project']
EPI-c8670c44,R-78641362,2023,1.82,8.09,99.38,106.59,70.24,['EPI_language']
EPI-a4ef328e,R-78641362,2021,2.16,1.0,168.17,242.05,118.23,['EPI_dark']
EPI-b2310b89,R-78641362,2024,2.18,4.28,63.17,-1.53,112.1,['EPI_employee']
EPI-875d4add,R-78641362,2026,10.95,2.24,39.13,-85.24,106.8,['EPI_beyond']
EPI-f877406b,R-78641362,2020,5.12,4.4,180.15,236.13,110.83,['EPI_get']
EPI-d7bebf8a,R-14e001ec,2019,5.52,0.1,128.59,166.97,78.19,['EPI_record']
EPI-daa6e932,R-14e001ec,2021,8.94,2.55,80.79,161.72,112.78,['EPI_artist']
EPI-5e50c1e8,R-14e001ec,2020,11.69,8.44,15.4,186.64,114.72,['EPI_item']
EPI-d7c89ed7,R-14e001ec,2021,11.65,2.27,124.9,71.08,75.57,['EPI_public']
EPI-7201075e,R-14e001ec,2021,14.19,8.86,27.4,119.9,102.8,['EPI_town']
EPI-c0dee209,R-14e001ec,2022,2.42,5.22,136.81,261.67,114.19,['EPI_meeting']
EPI-9bfb899d,R-14e001ec,2025,14.07,4.24,157.32,-91.0,83.48,['EPI_popular']
EPI-a9dbae4d,R-14e001ec,2021,11.25,4.0,177.59,260.14,113.06,['EPI_conference']
EPI-75701601,R-14e001ec,2026,5.69,0.93,148.93,257.36,58.29,['EPI_key']
EPI-98de18be,R-14e001ec,2018,8.82,3.64,182.38,18.72,77.31,['EPI_expert']
EPI-2456cca3,R-bbebff2b,2026,14.19,1.69,33.14,12.37,115.46,['EPI_walk']
EPI-38244900,R-bbebff2b,2020,14.31,4.66,35.03,164.86,57.83,['EPI_condition']
EPI-6166b8f7,R-bbebff2b,2020,11.43,8.35,108.35,232.44,81.37,['EPI_activity']
EPI-5154f6fd,R-bbebff2b,2024,3.22,3.35,114.15,-63.37,115.22,['EPI_responsibility']
EPI-7ff0c1e9,R-bbebff2b,2024,14.2,0.96,103.01,-46.04,111.37,['EPI_line']
EPI-0b67d1fe,R-bbebff2b,2024,13.27,1.61,147.07,136.09,112.8,['EPI_beat']
EPI-e44ad52b,R-bbebff2b,2021,7.75,3.67,142.93,-21.53,95.37,['EPI_contain']
EPI-8cf6a66b,R-bbebff2b,2022,9.91,9.47,75.25,204.82,107.94,['EPI_bad']
EPI-410826e0,R-bbebff2b,2025,5.35,5.99,78.13,198.18,91.21,['EPI_bit']
EPI-9b1bba24,R-bbebff2b,2021,4.55,9.98,106.47,128.43,76.96,['EPI_deal']
EPI-ce03ecac,R-47764717,2020,7.43,0.96,55.04,12.04,85.54,['EPI_tell']
EPI-995e3b2e,R-47764717,2019,13.34,4.16,52.27,60.8,56.4,['EPI_produce']
EPI-d990a1a6,R-47764717,2021,4.4,5.67,164.93,242.16,82.23,['EPI_tonight']
EPI-fcfc518f,R-47764717,2019,2.64,4.44,68.51,-21.48,62.58,['EPI_national']
EPI-a09f72b0,R-47764717,2025,1.53,0.72,100.13,253.02,85.36,['EPI_main']
EPI-a85e53f0,R-47764717,2022,14.04,5.08,62.32,299.72,113.04,['EPI_value']
EPI-df1daae4,R-47764717,2022,5.22,6.27,48.72,243.46,96.86,['EPI_by']
EPI-2362f875,R-47764717,2020,9.22,0.73,44.04,291.33,98.35,['EPI_stand']
EPI-b7e6c677,R-47764717,2023,2.25,6.82,143.95,-83.1,113.0,['EPI_collection']
EPI-eea3133a,R-47764717,2024,6.11,5.06,181.12,184.32,55.47,['EPI_them']
EPI-4770b765,R-edb6a5df,2021,5.49,2.6,157.22,111.75,75.6,['EPI_stuff']
EPI-69e15a1e,R-edb6a5df,2018,5.46,2.73,199.99,67.01,51.47,['EPI_wish']
EPI-c8a7ac2e,R-edb6a5df,2026,2.55,8.12,168.5,74.35,80.05,['EPI_little']
EPI-0305efd4,R-edb6a5df,2022,3.75,1.33,156.27,-10.25,80.85,['EPI_agree']
EPI-1e0a1844,R-edb6a5df,2026,2.59,6.84,195.03,184.98,116.4,['EPI_nearly']
EPI-80358711,R-edb6a5df,2024,1.46,1.86,199.97,240.14,116.9,['EPI_east']
EPI-7c7d20c3,R-edb6a5df,2025,7.12,3.44,128.27,100.93,118.3,['EPI_pass']
EPI-7e2b6607,R-edb6a5df,2019,7.79,3.99,78.07,17.38,100.05,['EPI_low']
EPI-350845be,R-edb6a5df,2023,12.25,4.07,28.09,200.83,54.78,['EPI_service']
EPI-1ebc79d5,R-edb6a5df,2024,4.25,1.03,29.57,153.79,81.28,['EPI_bring']
EPI-3347bd38,R-b9d7f3f5,2021,4.36,5.37,182.4,99.87,78.08,['EPI_serious']
EPI-58c21e82,R-b9d7f3f5,2024,11.9,9.71,37.65,-84.11,55.7,['EPI_public']
EPI-4f6dc29a,R-b9d7f3f5,2020,0.38,7.39,183.87,-67.6,103.18,['EPI_go']
EPI-09f37088,R-b9d7f3f5,2024,3.13,2.09,115.13,262.9,86.46,['EPI_tough']
EPI-51f552c4,R-b9d7f3f5,2021,13.34,9.67,188.42,-41.11,54.23,['EPI_debate']
EPI-270ad875,R-b9d7f3f5,2021,0.37,6.48,140.34,-52.95,105.7,['EPI_southern']
EPI-3898f41c,R-b9d7f3f5,2023,10.6,7.08,167.27,-88.92,82.01,['EPI_since']
EPI-25a08342,R-b9d7f3f5,2019,3.04,8.51,195.39,11.47,53.17,['EPI_too']
EPI-deec1624,R-b9d7f3f5,2021,8.63,9.2,22.14,30.88,66.4,['EPI_fish']
EPI-92e5f27a,R-b9d7f3f5,2020,14.25,4.01,184.59,-75.37,63.73,['EPI_more']
EPI-3a48a554,R-4c26e26c,2022,13.45,1.66,88.9,-1.01,111.54,['EPI_live']
EPI-1b9b2e45,R-4c26e26c,2021,0.86,9.96,80.03,156.48,52.74,['EPI_beyond']
EPI-46396345,R-4c26e26c,2025,10.81,3.02,62.92,53.17,86.44,['EPI_yes']
EPI-1bd13e7c,R-4c26e26c,2025,5.49,8.57,124.28,274.37,60.29,['EPI_defense']
EPI-8a048307,R-4c26e26c,2019,10.28,0.76,10.21,289.13,77.85,['EPI_foot']
EPI-8422203c,R-4c26e26c,2018,9.06,2.67,49.96,-51.24,80.18,['EPI_writer']
EPI-a553ea25,R-4c26e26c,2021,4.96,6.39,10.84,-54.92,63.73,['EPI_the']
EPI-e5cfbbc8,R-4c26e26c,2020,6.02,3.99,174.33,-17.85,55.98,['EPI_program']
EPI-bdf5847b,R-4c26e26c,2022,6.6,7.33,46.82,291.78,60.67,['EPI_also']
EPI-468a2c4f,R-4c26e26c,2025,3.41,4.51,102.19,100.73,119.36,['EPI_risk']
EPI-2c89d3cd,R-9f5e9d89,2024,11.26,4.13,185.14,-16.62,57.23,['EPI_no']
EPI-1e52312b,R-9f5e9d89,2020,14.65,8.45,79.29,-86.06,69.6,['EPI_stand']
EPI-83d2c5f9,R-9f5e9d89,2025,4.51,1.29,146.57,295.89,77.07,['EPI_day']
EPI-d98260c2,R-9f5e9d89,2026,4.31,7.86,37.85,211.87,62.56,['EPI_out']
EPI-3b2ea199,R-9f5e9d89,2019,11.77,2.27,166.3,212.23,85.82,['EPI_manage']
EPI-0440edda,R-9f5e9d89,2019,1.17,3.26,175.6,-31.71,100.13,['EPI_whether']
EPI-af239634,R-9f5e9d89,2023,13.56,0.58,38.81,294.03,84.23,['EPI_hear']
EPI-3dd8f24f,R-9f5e9d89,2020,0.48,7.97,134.83,180.23,59.54,['EPI_reality']
EPI-fc4bad3d,R-9f5e9d89,2019,12.14,3.76,102.05,247.93,118.28,['EPI_loss']
EPI-ac072a70,R-9f5e9d89,2024,10.54,3.74,43.8,146.12,110.24,['EPI_program']
EPI-cb90007c,R-4ffbf928,2019,8.37,2.19,120.18,-9.45,54.54,['EPI_bed']
EPI-c71334b7,R-4ffbf928,2019,11.68,9.76,58.97,129.22,63.47,['EPI_develop']
EPI-bbd0f0ed,R-4ffbf928,2022,8.64,9.61,23.38,-97.92,86.96,['EPI_series']
EPI-94071112,R-4ffbf928,2024,12.1,9.9,74.94,256.21,74.01,['EPI_field']
EPI-1f53b09a,R-4ffbf928,2020,5.83,5.03,77.9,261.0,73.23,['EPI_probably']
EPI-df871591,R-4ffbf928,2021,1.56,4.47,86.33,-14.69,63.83,['EPI_someone']
EPI-fb656ee7,R-4ffbf928,2023,14.99,8.48,88.35,247.7,109.61,['EPI_house']
EPI-4a04930e,R-4ffbf928,2026,5.55,6.26,162.21,253.54,59.78,['EPI_half']
EPI-ced9c04e,R-4ffbf928,2022,7.01,3.28,45.93,-92.55,99.95,['EPI_chance']
EPI-4a1d972a,R-4ffbf928,2020,0.54,2.69,124.73,178.5,106.31,['EPI_claim']
EPI-a6e38c8e,R-8aebf1be,2020,13.08,9.69,135.53,244.42,56.24,['EPI_soldier']
EPI-8ea5defb,R-8aebf1be,2026,7.31,3.02,194.49,-32.08,97.7,['EPI_war']
EPI-a4f13445,R-8aebf1be,2025,5.7,7.65,72.35,-4.32,78.64,['EPI_vote']
EPI-680448fc,R-8aebf1be,2020,8.46,9.79,40.35,245.89,110.26,['EPI_hot']
EPI-3ba7e6f2,R-8aebf1be,2018,10.54,2.82,43.26,-31.22,80.26,['EPI_such']
