workforce_id,region_id,year,total_employees,industry_skilled_labor_pct,avg_salary_usd,skill_availability_index,training_programs_count,data_source_references
WF-b477d6a5,R-39c88911,2019,683204,0.2164,111493.73,1.46,53,['WF_choose']
WF-242d846e,R-39c88911,2020,396910,0.1485,25205.74,1.43,87,['WF_together']
WF-0fb8225d,R-39c88911,2021,623564,0.2494,40344.95,4.18,95,['WF_manage']
WF-ea2d7dec,R-39c88911,2022,1065505,0.3285,106486.51,2.47,60,['WF_industry']
WF-d8f9265b,R-39c88911,2023,952752,0.1997,59725.81,7.48,0,['WF_large']
WF-0e5e549b,R-39c88911,2024,1961092,0.0562,97730.36,8.96,71,['WF_hope']
WF-765f1cbd,R-944c019e,2018,1121738,0.36329999999999996,130283.3,0.58,69,['WF_whatever']
WF-6de75ea6,R-944c019e,2019,529202,0.3973,136883.34,7.68,77,['WF_cell']
WF-946ab86f,R-944c019e,2020,1674902,0.17329999999999998,136894.94,0.27,64,['WF_serve']
WF-095bc189,R-944c019e,2021,449426,0.3342,137854.13,0.55,10,['WF_its']
WF-7649f813,R-944c019e,2022,1903231,0.10060000000000001,93398.31,5.72,37,['WF_most']
WF-60c13542,R-944c019e,2023,1497905,0.3757,23304.79,4.23,76,['WF_here']
WF-c06bf01e,R-944c019e,2024,152222,0.358,127118.93,8.17,38,['WF_end']
WF-e0b177fd,R-5998ca70,2018,728681,0.18059999999999998,123258.21,3.14,69,['WF_address']
WF-823334e0,R-5998ca70,2019,952019,0.3704,106950.54,7.67,99,['WF_light']
WF-2bf9fe86,R-5998ca70,2020,1398509,0.0716,94076.7,9.92,77,['WF_son']
WF-dd926563,R-5998ca70,2021,810300,0.07200000000000001,126969.54,9.01,55,['WF_find']
WF-5c3d44f9,R-5998ca70,2022,448793,0.0547,49958.79,0.49,18,['WF_share']
WF-fc592157,R-5998ca70,2023,972589,0.18510000000000001,128373.49,8.33,35,['WF_since']
WF-e7ee8ab7,R-5998ca70,2024,420672,0.1868,130016.04,0.99,78,['WF_foot']
WF-e5f53126,R-83b28fdc,2018,1814777,0.050300000000000004,117939.85,2.96,39,['WF_any']
WF-07cf24bf,R-83b28fdc,2019,1271134,0.1954,143452.67,5.78,22,['WF_beyond']
WF-17ea223f,R-83b28fdc,2020,851523,0.1474,115478.64,5.37,24,['WF_rock']
WF-2ef3904c,R-83b28fdc,2021,875269,0.052000000000000005,112537.74,1.34,93,['WF_eye']
WF-df214f23,R-83b28fdc,2022,16049,0.2095,131016.3,2.27,73,['WF_security']
WF-2c6d0b31,R-83b28fdc,2023,577807,0.3387,105589.22,2.72,99,['WF_customer']
WF-da6348c2,R-83b28fdc,2024,630864,0.3323,131577.07,0.7,81,['WF_institution']
WF-68670937,R-fc684011,2018,159634,0.09789999999999999,99793.09,7.83,83,['WF_land']
WF-ab257ce0,R-fc684011,2019,57944,0.3973,80472.39,1.67,65,['WF_reduce']
WF-e7677eb4,R-fc684011,2020,376985,0.1288,57973.77,9.98,33,['WF_environment']
WF-83e9efab,R-fc684011,2021,1008673,0.34369999999999995,124500.22,5.8,20,['WF_take']
WF-0e14e691,R-fc684011,2022,1721340,0.3173,94536.75,0.84,24,['WF_especially']
WF-5c968409,R-fc684011,2023,1669841,0.10980000000000001,143040.14,1.93,38,['WF_side']
WF-1c0856be,R-fc684011,2024,1450943,0.1244,46957.92,7.72,83,['WF_where']
WF-510c57ea,R-78641362,2018,1373334,0.1432,47652.95,8.2,58,['WF_laugh']
WF-f2edc9ab,R-78641362,2019,1927680,0.3075,145695.3,8.42,98,['WF_over']
WF-2a925873,R-78641362,2020,619996,0.34369999999999995,55312.97,3.34,74,['WF_actually']
WF-9adead55,R-78641362,2021,870154,0.3713,121874.86,4.27,80,['WF_color']
WF-fb4d7f04,R-78641362,2022,843136,0.2648,59500.57,0.22,83,['WF_eye']
WF-e86bdfd9,R-78641362,2023,1113558,0.3907,75348.34,7.06,52,['WF_professor']
WF-0fc04f28,R-78641362,2024,328856,0.30079999999999996,111898.37,8.47,77,['WF_later']
WF-698f2b2c,R-14e001ec,2018,1061510,0.2029,87228.99,3.14,84,['WF_instead']
WF-57616f67,R-14e001ec,2019,594035,0.2967,62783.11,6.72,37,['WF_kind']
WF-691557fa,R-14e001ec,2020,1016645,0.2909,69795.42,7.72,69,['WF_yard']
WF-59cd006a,R-14e001ec,2021,787532,0.0718,109774.59,7.44,95,['WF_soldier']
WF-91254e0b,R-14e001ec,2022,1410118,0.15710000000000002,29775.44,7.6,61,['WF_simple']
WF-91ca354e,R-14e001ec,2023,906764,0.0951,91400.42,5.98,73,['WF_family']
WF-d820d2ff,R-14e001ec,2024,1793106,0.3032,20080.12,1.43,57,['WF_product']
WF-e5875566,R-bbebff2b,2018,358771,0.0925,135509.42,8.86,49,['WF_hear']
WF-473ef399,R-bbebff2b,2019,248763,0.3065,37151.12,6.98,49,['WF_any']
WF-e9bb6b52,R-bbebff2b,2020,1591245,0.218,35292.92,4.22,82,['WF_car']
WF-de9cf8d7,R-bbebff2b,2021,1687432,0.37450000000000006,133722.32,9.19,62,['WF_paper']
WF-f7ee2866,R-bbebff2b,2022,1972944,0.30260000000000004,31960.22,5.05,23,['WF_order']
WF-b615e8a3,R-bbebff2b,2023,1427977,0.20989999999999998,22552.48,2.72,22,['WF_low']
WF-8632211a,R-bbebff2b,2024,1743662,0.1475,118491.35,0.77,98,['WF_bag']
WF-76c2f4f6,R-47764717,2018,280732,0.2938,134106.52,9.54,74,['WF_sing']
WF-5aab343f,R-47764717,2019,1293805,0.3625,103367.55,3.72,97,['WF_move']
WF-26bcd0cf,R-47764717,2020,1671984,0.1294,41978.87,1.26,95,['WF_painting']
WF-3673f573,R-47764717,2021,1073480,0.22,115181.27,1.07,15,['WF_dream']
WF-3c893085,R-47764717,2022,1111380,0.3072,30271.65,7.5,64,['WF_enjoy']
WF-ec56c59c,R-47764717,2023,161816,0.1335,80534.71,3.83,10,['WF_capital']
WF-e6122d53,R-47764717,2024,842993,0.37329999999999997,29894.55,8.15,54,['WF_plant']
WF-c63d4d04,R-edb6a5df,2018,1172016,0.1413,104536.04,0.54,65,['WF_ever']
WF-d668ed32,R-edb6a5df,2019,1087809,0.21760000000000002,116139.54,7.3,68,['WF_leg']
WF-538f77b0,R-edb6a5df,2020,1645063,0.1659,80695.98,8.95,28,['WF_two']
WF-fe31a669,R-edb6a5df,2021,182626,0.2559,107125.24,3.49,64,['WF_read']
WF-90e7360c,R-edb6a5df,2022,1438121,0.06309999999999999,60092.13,7.74,94,['WF_spend']
WF-491bac4e,R-edb6a5df,2023,127247,0.14429999999999998,31351.0,8.22,16,['WF_car']
WF-c892dcf4,R-edb6a5df,2024,441028,0.060899999999999996,106865.98,4.47,4,['WF_effect']
WF-9d81de37,R-b9d7f3f5,2018,1597604,0.0602,38207.29,5.46,46,['WF_team']
WF-777b6c74,R-b9d7f3f5,2019,1080515,0.1911,20007.74,7.11,30,['WF_go']
WF-ac81165c,R-b9d7f3f5,2020,1228803,0.2263,24916.34,4.59,100,['WF_community']
WF-f7a93d52,R-b9d7f3f5,2021,1412246,0.0801,88326.26,0.19,31,['WF_whose']
WF-7a85cdc7,R-b9d7f3f5,2022,769371,0.1073,65826.38,8.43,54,['WF_show']
WF-4f447fd0,R-b9d7f3f5,2023,88083,0.18239999999999998,114942.85,8.04,38,['WF_even']
WF-2c27c020,R-b9d7f3f5,2024,1780210,0.2334,129036.9,7.89,8,['WF_network']
WF-316feb64,R-4c26e26c,2018,1528916,0.3002,42819.05,3.24,86,['WF_newspaper']
WF-879ab021,R-4c26e26c,2019,1656085,0.1137,95307.76,0.65,90,['WF_sense']
WF-2da3929f,R-4c26e26c,2020,1250741,0.2208,35539.89,5.53,9,['WF_any']
WF-c492b110,R-4c26e26c,2021,1802836,0.2919,124039.04,2.15,19,['WF_mean']
WF-e56b05a8,R-4c26e26c,2022,1655339,0.201,96085.91,9.16,12,['WF_quickly']
WF-57b9da9a,R-4c26e26c,2023,836983,0.11630000000000001,129421.05,6.34,80,['WF_beyond']
WF-fbbba3bf,R-4c26e26c,2024,1804094,0.20579999999999998,34942.05,3.55,89,['WF_population']
WF-3b5eb17c,R-9f5e9d89,2018,796789,0.1139,82200.73,9.22,39,['WF_require']
WF-49e9b65a,R-9f5e9d89,2019,1579192,0.2202,69088.93,4.72,25,['WF_religious']
WF-899b632e,R-9f5e9d89,2020,856835,0.39039999999999997,147045.92,0.26,4,['WF_then']
WF-8c671d7f,R-9f5e9d89,2021,1474318,0.3839,93549.11,3.53,80,['WF_interesting']
WF-9f1c4516,R-9f5e9d89,2022,1463130,0.22640000000000002,39971.8,2.11,64,['WF_dream']
WF-1ecfd26a,R-9f5e9d89,2023,1700106,0.1509,51124.13,0.21,49,['WF_better']
WF-9d3d4af6,R-9f5e9d89,2024,1174417,0.10779999999999999,54391.44,6.25,92,['WF_fly']
WF-c6b01b09,R-4ffbf928,2018,1049995,0.2144,86466.7,8.46,88,['WF_character']
WF-91425dd0,R-4ffbf928,2019,870691,0.198,103774.19,7.21,74,['WF_out']
WF-3f7c26c7,R-4ffbf928,2020,893012,0.1576,56828.42,5.55,4,['WF_at']
WF-624b3098,R-4ffbf928,2021,1575819,0.1929,57551.52,8.32,61,['WF_next']
WF-adf9ec0f,R-4ffbf928,2022,1486097,0.2611,90514.61,5.49,45,['WF_good']
WF-277e97bd,R-4ffbf928,2023,228033,0.3764,142899.42,9.55,77,['WF_bad']
WF-bf957792,R-4ffbf928,2024,626012,0.3005,124326.66,7.91,8,['WF_improve']
WF-b1a04e00,R-8aebf1be,2018,450905,0.38909999999999995,149818.67,5.42,85,['WF_music']
WF-9fbc2872,R-8aebf1be,2019,252909,0.3896,31200.64,8.68,47,['WF_image']
WF-37eec829,R-8aebf1be,2020,72821,0.3754,38106.17,1.0,82,['WF_clear']
WF-79147bd1,R-8aebf1be,2021,1435209,0.2811,130132.87,7.87,90,['WF_brother']
WF-6a1010d9,R-8aebf1be,2022,549896,0.1567,98915.04,2.42,64,['WF_whom']
WF-c743e36b,R-8aebf1be,2023,64597,0.1223,100749.38,3.71,21,['WF_thing']
WF-3445655f,R-8aebf1be,2024,1943563,0.2189,25781.32,7.11,46,['WF_these']
WF-312787ed,R-5a7b3dc2,2018,1379634,0.1509,119995.28,5.93,28,['WF_citizen']
WF-13e12618,R-5a7b3dc2,2019,148414,0.145,53130.44,1.65,87,['WF_five']
WF-ea6114a7,R-5a7b3dc2,2020,825332,0.3004,84920.84,1.9,95,['WF_drop']
WF-8d824951,R-5a7b3dc2,2021,823003,0.1457,53568.77,2.48,2,['WF_outside']
WF-11efacc9,R-5a7b3dc2,2022,1508369,0.1304,129939.77,8.34,87,['WF_argue']
WF-5805b652,R-5a7b3dc2,2023,792351,0.1091,110992.11,4.31,80,['WF_protect']
WF-905928c7,R-5a7b3dc2,2024,1966664,0.276,72624.53,1.26,75,['WF_nearly']
WF-58d4c308,R-4d624965,2018,358186,0.0971,97562.29,6.1,80,['WF_business']
WF-547b99a0,R-4d624965,2019,211020,0.3759,60445.81,5.23,70,['WF_health']
WF-12edc06d,R-4d624965,2020,1465845,0.3161,101203.34,5.95,82,['WF_police']
WF-84e3263f,R-4d624965,2021,1344904,0.0669,95465.49,1.88,2,['WF_religious']
WF-00428837,R-4d624965,2022,1380333,0.2071,85881.46,6.46,73,['WF_manage']
WF-217ce1be,R-4d624965,2023,361747,0.09880000000000001,83308.57,2.49,32,['WF_race']
WF-5aa2649d,R-4d624965,2024,1234362,0.3357,105356.22,4.51,81,['WF_cup']
WF-5d42cee3,R-1fecbd7b,2018,732969,0.3335,94473.52,2.11,41,['WF_city']
WF-322fce69,R-1fecbd7b,2019,509085,0.0524,65973.19,8.47,18,['WF_executive']
WF-1390eaab,R-1fecbd7b,2020,1158453,0.0668,145732.53,6.44,92,['WF_will']
WF-355536ff,R-1fecbd7b,2021,1975605,0.3607,53267.0,3.42,74,['WF_operation']
WF-1242272a,R-1fecbd7b,2022,929685,0.2816,69308.08,2.2,8,['WF_reflect']
WF-795ad7ee,R-1fecbd7b,2023,870769,0.31679999999999997,67670.92,6.59,61,['WF_run']
WF-42ef3fc1,R-1fecbd7b,2024,1429475,0.32420000000000004,80317.83,0.33,38,['WF_put']
WF-7d216b64,R-2c300ce1,2018,369788,0.0965,74293.77,4.84,9,['WF_cup']
WF-7f70c496,R-2c300ce1,2019,1916646,0.2257,123876.15,1.48,70,['WF_reveal']
WF-c2332d35,R-2c300ce1,2020,710273,0.1505,137110.31,2.57,59,['WF_brother']
WF-2cdde61f,R-2c300ce1,2021,158977,0.2584,135105.87,9.03,94,['WF_poor']
WF-9ae54351,R-2c300ce1,2022,438263,0.0851,75143.75,6.59,17,['WF_because']
WF-69d560f9,R-2c300ce1,2023,1094065,0.2022,37642.79,6.18,57,['WF_full']
WF-db0803a7,R-2c300ce1,2024,1966492,0.15289999999999998,31663.93,0.43,63,['WF_perhaps']
WF-4dd24f54,R-175e8117,2018,410150,0.0932,60008.95,5.19,38,['WF_tree']
WF-ca0cb948,R-175e8117,2019,1030803,0.35200000000000004,20063.55,4.92,17,['WF_tend']
WF-8bc5b446,R-175e8117,2020,1711864,0.3729,45649.85,3.01,57,['WF_event']
WF-4e79e707,R-175e8117,2021,335108,0.1776,58102.81,2.06,11,['WF_wonder']
WF-42fb827b,R-175e8117,2022,210090,0.3185,128766.91,8.49,94,['WF_cultural']
WF-c115e9e5,R-175e8117,2023,266863,0.32530000000000003,58856.61,4.9,5,['WF_page']
WF-5ad7b4f7,R-175e8117,2024,1785531,0.2711,67040.32,6.67,31,['WF_whether']
WF-5eade78a,R-b7bd8394,2018,1512158,0.29350000000000004,37171.61,4.77,58,['WF_including']
WF-ebaa498f,R-b7bd8394,2019,268372,0.3042,92300.34,7.23,20,['WF_office']
WF-68003613,R-b7bd8394,2020,405711,0.3757,115489.31,3.63,92,['WF_physical']
WF-e96300e1,R-b7bd8394,2021,1883356,0.075,141950.97,4.95,98,['WF_federal']
WF-5ff12f64,R-b7bd8394,2022,1647877,0.2804,63637.95,5.83,53,['WF_heavy']
WF-adbbe3dd,R-b7bd8394,2023,1771615,0.14029999999999998,106089.08,1.69,77,['WF_mission']
WF-9547d6e1,R-b7bd8394,2024,306115,0.057699999999999994,36736.57,7.27,27,['WF_yard']
WF-fc3f58bd,R-85214140,2018,1873663,0.1628,45199.55,0.05,28,['WF_care']
WF-f003a5bf,R-85214140,2019,465616,0.2913,23606.38,7.25,14,['WF_people']
WF-cae7ba8d,R-85214140,2020,57653,0.2528,72931.7,2.6,98,['WF_pressure']
WF-6ff443d9,R-85214140,2021,1646570,0.39520000000000005,38613.55,1.54,22,['WF_music']
WF-de75a119,R-85214140,2022,1010253,0.305,42529.2,7.18,41,['WF_sound']
WF-45ea8507,R-85214140,2023,317581,0.2447,96572.88,5.5,30,['WF_level']
WF-ca676f7c,R-85214140,2024,369164,0.27649999999999997,110999.79,4.15,57,['WF_concern']
WF-9b1cf0b1,R-99005516,2018,1858546,0.0965,43638.43,5.08,5,['WF_skin']
WF-18d92a11,R-99005516,2019,250361,0.205,28156.4,7.07,52,['WF_speak']
WF-cb1c2412,R-99005516,2020,356368,0.1018,138410.24,4.3,12,['WF_interview']
WF-62bedad1,R-99005516,2021,1059247,0.235,130118.56,2.85,84,['WF_adult']
WF-05867874,R-99005516,2022,293005,0.3308,119192.69,0.53,64,['WF_middle']
WF-9e6ed9c9,R-99005516,2023,724124,0.39289999999999997,134947.54,0.89,38,['WF_box']
WF-02037d95,R-99005516,2024,744320,0.1199,107914.23,0.03,97,['WF_national']
WF-11734caf,R-59345c46,2018,984480,0.2102,122930.65,7.69,67,['WF_mind']
WF-e5b4fb8d,R-59345c46,2019,372030,0.243,37811.17,7.36,41,['WF_tell']
WF-27f397e5,R-59345c46,2020,1440964,0.3423,62624.97,1.83,45,['WF_smile']
WF-b28fa35a,R-59345c46,2021,1463862,0.0757,146265.0,7.23,85,['WF_against']
WF-280c1a03,R-59345c46,2022,1895801,0.2756,90733.17,6.87,13,['WF_system']
WF-b971ce61,R-59345c46,2023,87305,0.3309,140064.28,8.01,71,['WF_pick']
WF-905dbc66,R-59345c46,2024,1889552,0.24350000000000002,30235.94,5.67,83,['WF_sure']
WF-85936aff,R-0d41e4eb,2018,1015782,0.21100000000000002,67599.07,7.42,84,['WF_level']
WF-5e55a80e,R-0d41e4eb,2019,935250,0.3396,124385.1,0.09,80,['WF_toward']
WF-04aabc44,R-0d41e4eb,2020,639419,0.1321,38381.38,1.16,82,['WF_gun']
WF-07392bee,R-0d41e4eb,2021,502685,0.2945,70762.23,5.45,54,['WF_central']
WF-383d161d,R-0d41e4eb,2022,822475,0.1543,39922.87,5.59,93,['WF_standard']
WF-565f38c0,R-0d41e4eb,2023,524908,0.1185,129761.79,0.82,67,['WF_old']
WF-1383c67f,R-0d41e4eb,2024,697092,0.2486,55477.85,3.14,96,['WF_wonder']
WF-8dd664f3,R-5ee22269,2018,1050269,0.37689999999999996,50564.44,4.7,68,['WF_garden']
WF-5b723edf,R-5ee22269,2019,1887315,0.3396,33897.4,6.94,96,['WF_attention']
WF-7ce54c6d,R-5ee22269,2020,1397254,0.1519,68597.04,2.67,100,['WF_room']
WF-2572b496,R-5ee22269,2021,1763072,0.09480000000000001,46118.89,1.64,80,['WF_society']
WF-bba00039,R-5ee22269,2022,839734,0.3821,138928.12,9.58,97,['WF_debate']
WF-bd678f98,R-5ee22269,2023,371994,0.08929999999999999,33188.12,3.38,94,['WF_career']
WF-fcb72650,R-5ee22269,2024,66495,0.2797,54392.38,0.61,46,['WF_popular']
WF-d834dadc,R-9bacc603,2018,145087,0.2469,47194.53,4.79,61,['WF_adult']
WF-f44030c1,R-9bacc603,2019,115464,0.1063,85179.31,3.06,43,['WF_order']
WF-06eeb6db,R-9bacc603,2020,1038316,0.08310000000000001,23704.59,8.63,67,['WF_sense']
WF-9a8f67ca,R-9bacc603,2021,1122838,0.051100000000000007,23736.72,6.27,65,['WF_since']
WF-b7e54536,R-9bacc603,2022,1697605,0.2422,23843.42,8.56,74,['WF_spring']
WF-140d31ac,R-9bacc603,2023,921946,0.1008,144431.65,1.56,19,['WF_though']
WF-64bfe2ef,R-9bacc603,2024,1984176,0.1821,143734.63,3.8,14,['WF_majority']
WF-1fb62687,R-569bcb65,2018,186371,0.3155,55955.2,6.2,13,['WF_build']
WF-403af6a6,R-569bcb65,2019,1507921,0.16210000000000002,83763.56,7.57,3,['WF_edge']
WF-585e7e7e,R-569bcb65,2020,1520011,0.0824,143834.21,2.88,0,['WF_let']
WF-8b21d54b,R-569bcb65,2021,1052772,0.0827,26440.97,2.07,87,['WF_smile']
WF-23dd8bad,R-569bcb65,2022,1137279,0.3268,48743.69,4.56,75,['WF_purpose']
WF-c723eaa9,R-569bcb65,2023,1483221,0.11539999999999999,21350.23,6.64,93,['WF_development']
WF-e0667997,R-569bcb65,2024,336291,0.15960000000000002,118452.68,4.16,1,['WF_old']
WF-fa48f590,R-80169c2c,2018,1207701,0.287,141892.6,5.81,1,['WF_off']
WF-a020a560,R-80169c2c,2019,947996,0.25730000000000003,70428.72,0.82,57,['WF_far']
WF-ae7e2e46,R-80169c2c,2020,378860,0.3518,146693.8,7.89,28,['WF_PM']
WF-f70b3b6d,R-80169c2c,2021,1719984,0.1096,65337.59,6.19,27,['WF_from']
WF-2b14ebdc,R-80169c2c,2022,57992,0.30010000000000003,104353.2,7.93,58,['WF_win']
WF-a85f016d,R-80169c2c,2023,438489,0.3079,123921.32,3.62,45,['WF_name']
WF-bc4a9364,R-80169c2c,2024,1952016,0.3547,65240.57,8.42,86,['WF_customer']
WF-338ee1e5,R-8e2b4e52,2018,1160486,0.2814,142853.42,1.95,83,['WF_result']
WF-5de182a2,R-8e2b4e52,2019,1953394,0.2934,44994.75,2.06,86,['WF_system']
WF-191d0acd,R-8e2b4e52,2020,1528260,0.3226,23768.61,6.87,38,['WF_suggest']
WF-eae5a1c0,R-8e2b4e52,2021,1443289,0.2691,123071.37,0.52,92,['WF_even']
WF-6e752c2c,R-8e2b4e52,2022,1257328,0.0601,49778.93,5.82,24,['WF_edge']
WF-4ab6a4c6,R-8e2b4e52,2023,190832,0.193,96199.35,5.47,85,['WF_full']
WF-33133df2,R-8e2b4e52,2024,1572710,0.1998,24796.2,6.03,100,['WF_wife']
WF-b2a21ab1,R-9fc778d0,2018,14681,0.24600000000000002,40700.4,9.88,13,['WF_operation']
WF-dc423a00,R-9fc778d0,2019,413718,0.32899999999999996,113151.25,9.86,83,['WF_fine']
WF-7c458285,R-9fc778d0,2020,92911,0.2284,39961.18,3.44,23,['WF_police']
WF-a35cda99,R-9fc778d0,2021,345952,0.3893,26812.4,9.25,52,['WF_mind']
WF-b5d3ab04,R-9fc778d0,2022,1961410,0.0741,96528.71,7.89,79,['WF_record']
WF-57aa8b8e,R-9fc778d0,2023,1856905,0.2637,126175.81,0.7,49,['WF_scene']
WF-7c7b7900,R-9fc778d0,2024,1484872,0.14029999999999998,81045.19,7.04,74,['WF_continue']
WF-60cb7e57,R-9d1cb80c,2018,1667227,0.218,52569.66,8.7,82,['WF_similar']
WF-f7e45878,R-9d1cb80c,2019,888601,0.34299999999999997,32206.05,0.32,24,['WF_several']
WF-fc93aa3b,R-9d1cb80c,2020,984388,0.2459,102209.28,0.28,14,['WF_wife']
WF-6b1cbd8f,R-9d1cb80c,2021,493349,0.0691,127599.72,9.07,71,['WF_member']
WF-09babc0e,R-9d1cb80c,2022,1364464,0.3979,91362.11,8.46,42,['WF_make']
WF-a6e367ab,R-9d1cb80c,2023,1956527,0.1477,48427.93,2.54,33,['WF_participant']
WF-fc32fe93,R-9d1cb80c,2024,988512,0.1333,62436.47,2.33,91,['WF_benefit']
WF-48bebdc5,R-a157d879,2018,26257,0.3895,40709.8,2.22,83,['WF_difference']
WF-0070cb11,R-a157d879,2019,1547531,0.308,90259.0,5.48,13,['WF_forget']
WF-0009122c,R-a157d879,2020,1719929,0.10490000000000001,109275.51,8.17,37,['WF_heart']
WF-54453e70,R-a157d879,2021,1271848,0.2773,43772.15,5.98,39,['WF_through']
WF-83e7e1ba,R-a157d879,2022,641297,0.2425,109962.09,3.59,58,['WF_apply']
WF-724fbbb9,R-a157d879,2023,1057776,0.0803,53852.89,3.32,43,['WF_participant']
WF-1f241e95,R-a157d879,2024,1945972,0.1234,100469.24,9.42,36,['WF_fear']
WF-d87c6e73,R-6ec8a464,2018,106528,0.15539999999999998,89752.22,0.25,80,['WF_the']
WF-e40bfe33,R-6ec8a464,2019,1031711,0.35340000000000005,91393.09,1.66,45,['WF_operation']
WF-7db90fd3,R-6ec8a464,2020,271402,0.32130000000000003,139160.37,4.28,18,['WF_else']
WF-a0eea87f,R-6ec8a464,2021,211134,0.3605,143086.3,9.59,51,['WF_charge']
WF-995c3b09,R-6ec8a464,2022,447532,0.24050000000000002,68755.92,1.0,8,['WF_imagine']
WF-1b526a66,R-6ec8a464,2023,874355,0.2249,61569.88,9.03,31,['WF_ball']
WF-5dee1080,R-6ec8a464,2024,1056146,0.16329999999999997,148638.74,7.17,75,['WF_indicate']
WF-c189bbfc,R-d6427eda,2018,1840207,0.21280000000000002,149366.05,9.89,68,['WF_mean']
WF-35c3bf31,R-d6427eda,2019,1198312,0.28559999999999997,36544.51,0.3,97,['WF_hundred']
WF-da340ee9,R-d6427eda,2020,1088732,0.2945,61369.11,1.87,60,['WF_evidence']
WF-40b28684,R-d6427eda,2021,1634626,0.38159999999999994,44789.62,3.13,60,['WF_great']
WF-7aab4900,R-d6427eda,2022,1190838,0.257,98726.02,2.0,10,['WF_issue']
WF-f0ecbbea,R-d6427eda,2023,782962,0.11349999999999999,34615.1,7.22,79,['WF_nor']
WF-6607d871,R-d6427eda,2024,1880242,0.1474,106151.39,1.56,76,['WF_training']
WF-f5c4cbc8,R-47faec94,2018,26805,0.30829999999999996,56956.27,1.53,80,['WF_measure']
WF-3bba70ae,R-47faec94,2019,485216,0.1475,107278.49,9.96,13,['WF_soldier']
WF-d71f44a0,R-47faec94,2020,1041936,0.1844,120286.84,9.18,67,['WF_somebody']
WF-0f581f1e,R-47faec94,2021,1827332,0.1025,30561.28,1.4,3,['WF_pressure']
WF-ce139afc,R-47faec94,2022,708843,0.3997,32768.92,6.69,2,['WF_traditional']
WF-369a2895,R-47faec94,2023,619569,0.3274,64601.9,6.04,34,['WF_focus']
WF-08f092a8,R-47faec94,2024,357205,0.34619999999999995,99087.26,4.35,55,['WF_information']
WF-bd6d16e1,R-5d85d313,2018,289888,0.3985,98334.53,5.76,70,['WF_often']
WF-d57081d4,R-5d85d313,2019,1269787,0.1607,56218.44,0.68,20,['WF_house']
WF-20d0bdf6,R-5d85d313,2020,500619,0.18719999999999998,59791.03,1.17,33,['WF_letter']
WF-1902e326,R-5d85d313,2021,510201,0.34729999999999994,93652.56,8.81,81,['WF_improve']
WF-ea854c57,R-5d85d313,2022,112872,0.245,89565.66,8.1,67,['WF_make']
WF-ad24c306,R-5d85d313,2023,975184,0.306,103966.87,0.95,99,['WF_tell']
WF-c0220f04,R-5d85d313,2024,791637,0.1545,109570.82,6.67,97,['WF_scene']
WF-f29a7417,R-5c7b66b6,2018,1936811,0.3849,64115.53,9.08,54,['WF_Mrs']
WF-986833a8,R-5c7b66b6,2019,376769,0.2065,98432.0,7.81,66,['WF_series']
WF-c3ab71a1,R-5c7b66b6,2020,1191273,0.395,29247.56,9.82,98,['WF_indicate']
WF-993f52c3,R-5c7b66b6,2021,441095,0.1545,74749.73,8.9,61,['WF_situation']
WF-25ea5cd0,R-5c7b66b6,2022,1365878,0.0842,56726.8,9.26,14,['WF_share']
WF-735c877c,R-5c7b66b6,2023,60862,0.3336,103298.9,5.31,94,['WF_else']
WF-7e6713b0,R-5c7b66b6,2024,954641,0.3301,143468.33,7.83,49,['WF_exactly']
WF-c8fbb477,R-bd9a2183,2018,1123209,0.23629999999999998,36641.36,1.2,95,['WF_already']
WF-65cc2260,R-bd9a2183,2019,359427,0.2899,92250.77,9.63,30,['WF_head']
WF-56a76ee8,R-bd9a2183,2020,1615546,0.32880000000000004,41188.42,7.24,23,['WF_your']
WF-c7583cab,R-bd9a2183,2021,1105815,0.1206,48726.78,8.96,21,['WF_night']
WF-0f5a60dd,R-bd9a2183,2022,1081217,0.2878,105056.24,7.42,95,['WF_charge']
WF-f3298f09,R-bd9a2183,2023,1620567,0.1223,37665.08,8.1,50,['WF_somebody']
WF-3e37021b,R-bd9a2183,2024,921198,0.1251,47622.89,8.21,23,['WF_risk']
WF-6842efd6,R-284519e5,2018,263516,0.1176,140144.45,7.43,26,['WF_population']
WF-13abe211,R-284519e5,2019,122910,0.1423,27179.77,2.21,94,['WF_will']
WF-02cdcb02,R-284519e5,2020,1559115,0.24230000000000002,89056.1,4.47,31,['WF_also']
WF-737df5b5,R-284519e5,2021,1169685,0.1602,143884.69,2.6,16,['WF_poor']
WF-09d2485a,R-284519e5,2022,666162,0.11939999999999999,75374.75,8.63,91,['WF_read']
WF-b132668a,R-284519e5,2023,83082,0.1744,23980.35,5.74,9,['WF_successful']
WF-c0f07c8a,R-284519e5,2024,1042444,0.0949,40012.75,4.95,57,['WF_whatever']
WF-960f7cd0,R-6329c1c4,2018,1564013,0.2974,98824.5,9.31,95,['WF_today']
WF-cfe524fd,R-6329c1c4,2019,659369,0.3312,129197.24,9.8,23,['WF_management']
WF-0f7fe713,R-6329c1c4,2020,527712,0.2242,67681.66,9.77,99,['WF_appear']
WF-457ea383,R-6329c1c4,2021,1461028,0.25239999999999996,38774.81,7.01,82,['WF_single']
WF-0038870a,R-6329c1c4,2022,157040,0.1153,23044.76,4.05,55,['WF_time']
